q,h,dh,l,dl,f,df,my,s,m
9581,41619.627741, 9.125569, 0.000000,-0.000000,41619.627741, 9.125569,8576.855550,41619.627741,41619.627741
9582,41628.753810, 9.126569, 0.000000,-0.000000,41628.753810, 9.126569,8577.855121,41628.753810,41628.753810
9583,41637.880879, 9.127569, 0.000000,-0.000000,41637.880879, 9.127569,8578.854691,41637.880879,41637.880879
9584,41647.008949, 9.128569, 0.000000,-0.000000,41647.008949, 9.128569,8579.854262,41647.008949,41647.008949
9585,41656.138018, 9.129569, 0.000000,-0.000000,41656.138018, 9.129569,8580.853833,41656.138018,41656.138018
9586,41665.268087, 9.130569, 0.000000,-0.000000,41665.268087, 9.130569,8581.853404,41665.268087,41665.268087
9587,41674.399157, 9.131569, 0.000000,-0.000000,41674.399157, 9.131569,8582.852975,41674.399157,41674.399157
9588,41683.531226, 9.132569, 0.000000,-0.000000,41683.531226, 9.132569,8583.852546,41683.531226,41683.531226
9589,41692.664295, 9.133569, 0.000000,-0.000000,41692.664295, 9.133569,8584.852117,41692.664295,41692.664295
9590,41701.798365, 9.134569, 0.000000,-0.000000,41701.798365, 9.134569,8585.851688,41701.798365,41701.798365
9591,41710.933434, 9.135569, 0.000000,-0.000000,41710.933434, 9.135569,8586.851259,41710.933434,41710.933434
9592,41720.069503, 9.136569, 0.000000,-0.000000,41720.069503, 9.136569,8587.850830,41720.069503,41720.069503
9593,41729.206572, 9.137569, 0.000000,-0.000000,41729.206572, 9.137569,8588.850401,41729.206572,41729.206572
9594,41738.344642, 9.138569, 0.000000,-0.000000,41738.344642, 9.138569,8589.849972,41738.344642,41738.344642
9595,41747.483711, 9.139569, 0.000000,-0.000000,41747.483711, 9.139569,8590.849543,41747.483711,41747.483711
9596,41756.623780, 9.140569, 0.000000,-0.000000,41756.623780, 9.140569,8591.849114,41756.623780,41756.623780
9597,41765.764850, 9.141569, 0.000000,-0.000000,41765.764850, 9.141569,8592.848685,41765.764850,41765.764850
9598,41774.906919, 9.142569, 0.000000,-0.000000,41774.906919, 9.142569,8593.848256,41774.906919,41774.906919
9599,41784.049988, 9.143569, 0.000000,-0.000000,41784.049988, 9.143569,8594.847826,41784.049988,41784.049988
9600,41793.194057, 9.144569, 0.000000,-0.000000,41793.194057, 9.144569,8595.847397,41793.194057,41793.194057
9601,41802.339127, 9.145569, 0.000000,-0.000000,41802.339127, 9.145569,8596.846968,41802.339127,41802.339127
9602,41811.485196, 9.146569, 0.000000,-0.000000,41811.485196, 9.146569,8597.846539,41811.485196,41811.485196
9603,41820.632265, 9.147569, 0.000000,-0.000000,41820.632265, 9.147569,8598.846110,41820.632265,41820.632265
9604,41829.780335, 9.148569, 0.000000,-0.000000,41829.780335, 9.148569,8599.845681,41829.780335,41829.780335
9605,41838.929404, 9.149569, 0.000000,-0.000000,41838.929404, 9.149569,8600.845252,41838.929404,41838.929404
9606,41848.079473, 9.150569, 0.000000,-0.000000,41848.079473, 9.150569,8601.844823,41848.079473,41848.079473
9607,41857.230542, 9.151569, 0.000000,-0.000000,41857.230542, 9.151569,8602.844394,41857.230542,41857.230542
9608,41866.382612, 9.152569, 0.000000,-0.000000,41866.382612, 9.152569,8603.843965,41866.382612,41866.382612
9609,41875.535681, 9.153569, 0.000000,-0.000000,41875.535681, 9.153569,8604.843536,41875.535681,41875.535681
9610,41884.689750, 9.154569, 0.000000,-0.000000,41884.689750, 9.154569,8605.843107,41884.689750,41884.689750
9611,41893.844819, 9.155569, 0.000000,-0.000000,41893.844819, 9.155569,8606.842678,41893.844819,41893.844819
9612,41903.000889, 9.156569, 0.000000,-0.000000,41903.000889, 9.156569,8607.842249,41903.000889,41903.000889
9613,41912.157958, 9.157569, 0.000000,-0.000000,41912.157958, 9.157569,8608.841820,41912.157958,41912.157958
9614,41921.316027, 9.158569, 0.000000,-0.000000,41921.316027, 9.158569,8609.841391,41921.316027,41921.316027
9615,41930.475096, 9.159569, 0.000000,-0.000000,41930.475096, 9.159569,8610.840962,41930.475096,41930.475096
9616,41939.635165, 9.160569, 0.000000,-0.000000,41939.635165, 9.160569,8611.840532,41939.635165,41939.635165
9617,41948.796235, 9.161569, 0.000000,-0.000000,41948.796235, 9.161569,8612.840103,41948.796235,41948.796235
9618,41957.958304, 9.162569, 0.000000,-0.000000,41957.958304, 9.162569,8613.839674,41957.958304,41957.958304
9619,41967.121373, 9.163569, 0.000000,-0.000000,41967.121373, 9.163569,8614.839245,41967.121373,41967.121373
9620,41976.285442, 9.164569, 0.000000,-0.000000,41976.285442, 9.164569,8615.838816,41976.285442,41976.285442
9621,41985.450512, 9.165569, 0.000000,-0.000000,41985.450512, 9.165569,8616.838387,41985.450512,41985.450512
9622,41994.616581, 9.166569, 0.000000,-0.000000,41994.616581, 9.166569,8617.837958,41994.616581,41994.616581
9623,42003.783650, 9.167569, 0.000000,-0.000000,42003.783650, 9.167569,8618.837529,42003.783650,42003.783650
9624,42012.951719, 9.168569, 0.000000,-0.000000,42012.951719, 9.168569,8619.837100,42012.951719,42012.951719
9625,42022.120788, 9.169569, 0.000000,-0.000000,42022.120788, 9.169569,8620.836671,42022.120788,42022.120788
9626,42031.290858, 9.170569, 0.000000,-0.000000,42031.290858, 9.170569,8621.836242,42031.290858,42031.290858
9627,42040.461927, 9.171569, 0.000000,-0.000000,42040.461927, 9.171569,8622.835813,42040.461927,42040.461927
9628,42049.633996, 9.172569, 0.000000,-0.000000,42049.633996, 9.172569,8623.835384,42049.633996,42049.633996
9629,42058.807065, 9.173569, 0.000000,-0.000000,42058.807065, 9.173569,8624.834955,42058.807065,42058.807065
9630,42067.981134, 9.174569, 0.000000,-0.000000,42067.981134, 9.174569,8625.834526,42067.981134,42067.981134
9631,42077.156204, 9.175569, 0.000000,-0.000000,42077.156204, 9.175569,8626.834097,42077.156204,42077.156204
9632,42086.332273, 9.176569, 0.000000,-0.000000,42086.332273, 9.176569,8627.833668,42086.332273,42086.332273
9633,42095.509342, 9.177569, 0.000000,-0.000000,42095.509342, 9.177569,8628.833238,42095.509342,42095.509342
9634,42104.687411, 9.178569, 0.000000,-0.000000,42104.687411, 9.178569,8629.832809,42104.687411,42104.687411
9635,42113.866480, 9.179569, 0.000000,-0.000000,42113.866480, 9.179569,8630.832380,42113.866480,42113.866480
9636,42123.046550, 9.180569, 0.000000,-0.000000,42123.046550, 9.180569,8631.831951,42123.046550,42123.046550
9637,42132.227619, 9.181569, 0.000000,-0.000000,42132.227619, 9.181569,8632.831522,42132.227619,42132.227619
9638,42141.409688, 9.182569, 0.000000,-0.000000,42141.409688, 9.182569,8633.831093,42141.409688,42141.409688
9639,42150.592757, 9.183569, 0.000000,-0.000000,42150.592757, 9.183569,8634.830664,42150.592757,42150.592757
9640,42159.776826, 9.184569, 0.000000,-0.000000,42159.776826, 9.184569,8635.830235,42159.776826,42159.776826
9641,42168.961895, 9.185569, 0.000000,-0.000000,42168.961895, 9.185569,8636.829806,42168.961895,42168.961895
9642,42178.147965, 9.186569, 0.000000,-0.000000,42178.147965, 9.186569,8637.829377,42178.147965,42178.147965
9643,42187.335034, 9.187569, 0.000000,-0.000000,42187.335034, 9.187569,8638.828948,42187.335034,42187.335034
9644,42196.523103, 9.188569, 0.000000,-0.000000,42196.523103, 9.188569,8639.828519,42196.523103,42196.523103
9645,42205.712172, 9.189569, 0.000000,-0.000000,42205.712172, 9.189569,8640.828090,42205.712172,42205.712172
9646,42214.902241, 9.190569, 0.000000,-0.000000,42214.902241, 9.190569,8641.827661,42214.902241,42214.902241
9647,42224.093310, 9.191569, 0.000000,-0.000000,42224.093310, 9.191569,8642.827232,42224.093310,42224.093310
9648,42233.285380, 9.192569, 0.000000,-0.000000,42233.285380, 9.192569,8643.826803,42233.285380,42233.285380
9649,42242.478449, 9.193569, 0.000000,-0.000000,42242.478449, 9.193569,8644.826373,42242.478449,42242.478449
9650,42251.672518, 9.194569, 0.000000,-0.000000,42251.672518, 9.194569,8645.825944,42251.672518,42251.672518
9651,42260.867587, 9.195569, 0.000000,-0.000000,42260.867587, 9.195569,8646.825515,42260.867587,42260.867587
9652,42270.063656, 9.196569, 0.000000,-0.000000,42270.063656, 9.196569,8647.825086,42270.063656,42270.063656
9653,42279.260725, 9.197569, 0.000000,-0.000000,42279.260725, 9.197569,8648.824657,42279.260725,42279.260725
9654,42288.458795, 9.198569, 0.000000,-0.000000,42288.458795, 9.198569,8649.824228,42288.458795,42288.458795
9655,42297.657864, 9.199569, 0.000000,-0.000000,42297.657864, 9.199569,8650.823799,42297.657864,42297.657864
9656,42306.857933, 9.200569, 0.000000,-0.000000,42306.857933, 9.200569,8651.823370,42306.857933,42306.857933
9657,42316.059002, 9.201569, 0.000000,-0.000000,42316.059002, 9.201569,8652.822941,42316.059002,42316.059002
9658,42325.261071, 9.202569, 0.000000,-0.000000,42325.261071, 9.202569,8653.822512,42325.261071,42325.261071
9659,42334.464140, 9.203569, 0.000000,-0.000000,42334.464140, 9.203569,8654.822083,42334.464140,42334.464140
9660,42343.668209, 9.204569, 0.000000,-0.000000,42343.668209, 9.204569,8655.821654,42343.668209,42343.668209
9661,42352.873279, 9.205569, 0.000000,-0.000000,42352.873279, 9.205569,8656.821225,42352.873279,42352.873279
9662,42362.079348, 9.206569, 0.000000,-0.000000,42362.079348, 9.206569,8657.820796,42362.079348,42362.079348
9663,42371.286417, 9.207569, 0.000000,-0.000000,42371.286417, 9.207569,8658.820367,42371.286417,42371.286417
9664,42380.494486, 9.208569, 0.000000,-0.000000,42380.494486, 9.208569,8659.819938,42380.494486,42380.494486
9665,42389.703555, 9.209569, 0.000000,-0.000000,42389.703555, 9.209569,8660.819509,42389.703555,42389.703555
9666,42398.913624, 9.210569, 0.000000,-0.000000,42398.913624, 9.210569,8661.819079,42398.913624,42398.913624
9667,42408.124693, 9.211569, 0.000000,-0.000000,42408.124693, 9.211569,8662.818650,42408.124693,42408.124693
9668,42417.336763, 9.212569, 0.000000,-0.000000,42417.336763, 9.212569,8663.818221,42417.336763,42417.336763
9669,42426.549832, 9.213569, 0.000000,-0.000000,42426.549832, 9.213569,8664.817792,42426.549832,42426.549832
9670,42435.763901, 9.214569, 0.000000,-0.000000,42435.763901, 9.214569,8665.817363,42435.763901,42435.763901
9671,42444.978970, 9.215569, 0.000000,-0.000000,42444.978970, 9.215569,8666.816934,42444.978970,42444.978970
9672,42454.195039, 9.216569, 0.000000,-0.000000,42454.195039, 9.216569,8667.816505,42454.195039,42454.195039
9673,42463.412108, 9.217569, 0.000000,-0.000000,42463.412108, 9.217569,8668.816076,42463.412108,42463.412108
9674,42472.630177, 9.218569, 0.000000,-0.000000,42472.630177, 9.218569,8669.815647,42472.630177,42472.630177
9675,42481.849246, 9.219569, 0.000000,-0.000000,42481.849246, 9.219569,8670.815218,42481.849246,42481.849246
9676,42491.069316, 9.220569, 0.000000,-0.000000,42491.069316, 9.220569,8671.814789,42491.069316,42491.069316
9677,42500.290385, 9.221569, 0.000000,-0.000000,42500.290385, 9.221569,8672.814360,42500.290385,42500.290385
9678,42509.512454, 9.222569, 0.000000,-0.000000,42509.512454, 9.222569,8673.813931,42509.512454,42509.512454
9679,42518.735523, 9.223569, 0.000000,-0.000000,42518.735523, 9.223569,8674.813502,42518.735523,42518.735523
9680,42527.959592, 9.224569, 0.000000,-0.000000,42527.959592, 9.224569,8675.813073,42527.959592,42527.959592
9681,42537.184661, 9.225569, 0.000000,-0.000000,42537.184661, 9.225569,8676.812644,42537.184661,42537.184661
9682,42546.410730, 9.226569, 0.000000,-0.000000,42546.410730, 9.226569,8677.812214,42546.410730,42546.410730
9683,42555.637799, 9.227569, 0.000000,-0.000000,42555.637799, 9.227569,8678.811785,42555.637799,42555.637799
9684,42564.865869, 9.228569, 0.000000,-0.000000,42564.865869, 9.228569,8679.811356,42564.865869,42564.865869
9685,42574.094938, 9.229569, 0.000000,-0.000000,42574.094938, 9.229569,8680.810927,42574.094938,42574.094938
9686,42583.325007, 9.230569, 0.000000,-0.000000,42583.325007, 9.230569,8681.810498,42583.325007,42583.325007
9687,42592.556076, 9.231569, 0.000000,-0.000000,42592.556076, 9.231569,8682.810069,42592.556076,42592.556076
9688,42601.788145, 9.232569, 0.000000,-0.000000,42601.788145, 9.232569,8683.809640,42601.788145,42601.788145
9689,42611.021214, 9.233569, 0.000000,-0.000000,42611.021214, 9.233569,8684.809211,42611.021214,42611.021214
9690,42620.255283, 9.234569, 0.000000,-0.000000,42620.255283, 9.234569,8685.808782,42620.255283,42620.255283
9691,42629.490352, 9.235569, 0.000000,-0.000000,42629.490352, 9.235569,8686.808353,42629.490352,42629.490352
9692,42638.726421, 9.236569, 0.000000,-0.000000,42638.726421, 9.236569,8687.807924,42638.726421,42638.726421
9693,42647.963490, 9.237569, 0.000000,-0.000000,42647.963490, 9.237569,8688.807495,42647.963490,42647.963490
9694,42657.201560, 9.238569, 0.000000,-0.000000,42657.201560, 9.238569,8689.807066,42657.201560,42657.201560
9695,42666.440629, 9.239569, 0.000000,-0.000000,42666.440629, 9.239569,8690.806637,42666.440629,42666.440629
9696,42675.680698, 9.240569, 0.000000,-0.000000,42675.680698, 9.240569,8691.806208,42675.680698,42675.680698
9697,42684.921767, 9.241569, 0.000000,-0.000000,42684.921767, 9.241569,8692.805779,42684.921767,42684.921767
9698,42694.163836, 9.242569, 0.000000,-0.000000,42694.163836, 9.242569,8693.805350,42694.163836,42694.163836
9699,42703.406905, 9.243569, 0.000000,-0.000000,42703.406905, 9.243569,8694.804920,42703.406905,42703.406905
9700,42712.650974, 9.244569, 0.000000,-0.000000,42712.650974, 9.244569,8695.804491,42712.650974,42712.650974
9701,42721.896043, 9.245569, 0.000000,-0.000000,42721.896043, 9.245569,8696.804062,42721.896043,42721.896043
9702,42731.142112, 9.246569, 0.000000,-0.000000,42731.142112, 9.246569,8697.803633,42731.142112,42731.142112
9703,42740.389182, 9.247569, 0.000000,-0.000000,42740.389182, 9.247569,8698.803204,42740.389182,42740.389182
9704,42749.637251, 9.248569, 0.000000,-0.000000,42749.637251, 9.248569,8699.802775,42749.637251,42749.637251
9705,42758.886320, 9.249569, 0.000000,-0.000000,42758.886320, 9.249569,8700.802346,42758.886320,42758.886320
9706,42768.136389, 9.250569, 0.000000,-0.000000,42768.136389, 9.250569,8701.801917,42768.136389,42768.136389
9707,42777.387458, 9.251569, 0.000000,-0.000000,42777.387458, 9.251569,8702.801488,42777.387458,42777.387458
9708,42786.639527, 9.252569, 0.000000,-0.000000,42786.639527, 9.252569,8703.801059,42786.639527,42786.639527
9709,42795.892596, 9.253569, 0.000000,-0.000000,42795.892596, 9.253569,8704.800630,42795.892596,42795.892596
9710,42805.146665, 9.254569, 0.000000,-0.000000,42805.146665, 9.254569,8705.800201,42805.146665,42805.146665
9711,42814.401734, 9.255569, 0.000000,-0.000000,42814.401734, 9.255569,8706.799772,42814.401734,42814.401734
9712,42823.657803, 9.256569, 0.000000,-0.000000,42823.657803, 9.256569,8707.799343,42823.657803,42823.657803
9713,42832.914872, 9.257569, 0.000000,-0.000000,42832.914872, 9.257569,8708.798914,42832.914872,42832.914872
9714,42842.172942, 9.258569, 0.000000,-0.000000,42842.172942, 9.258569,8709.798485,42842.172942,42842.172942
9715,42851.432011, 9.259569, 0.000000,-0.000000,42851.432011, 9.259569,8710.798055,42851.432011,42851.432011
9716,42860.692080, 9.260569, 0.000000,-0.000000,42860.692080, 9.260569,8711.797626,42860.692080,42860.692080
9717,42869.953149, 9.261569, 0.000000,-0.000000,42869.953149, 9.261569,8712.797197,42869.953149,42869.953149
9718,42879.215218, 9.262569, 0.000000,-0.000000,42879.215218, 9.262569,8713.796768,42879.215218,42879.215218
9719,42888.478287, 9.263569, 0.000000,-0.000000,42888.478287, 9.263569,8714.796339,42888.478287,42888.478287
9720,42897.742356, 9.264569, 0.000000,-0.000000,42897.742356, 9.264569,8715.795910,42897.742356,42897.742356
9721,42907.007425, 9.265569, 0.000000,-0.000000,42907.007425, 9.265569,8716.795481,42907.007425,42907.007425
9722,42916.273494, 9.266569, 0.000000,-0.000000,42916.273494, 9.266569,8717.795052,42916.273494,42916.273494
9723,42925.540563, 9.267569, 0.000000,-0.000000,42925.540563, 9.267569,8718.794623,42925.540563,42925.540563
9724,42934.808633, 9.268569, 0.000000,-0.000000,42934.808633, 9.268569,8719.794194,42934.808633,42934.808633
9725,42944.077702, 9.269569, 0.000000,-0.000000,42944.077702, 9.269569,8720.793765,42944.077702,42944.077702
9726,42953.347771, 9.270569, 0.000000,-0.000000,42953.347771, 9.270569,8721.793336,42953.347771,42953.347771
9727,42962.618840, 9.271569, 0.000000,-0.000000,42962.618840, 9.271569,8722.792907,42962.618840,42962.618840
9728,42971.890909, 9.272569, 0.000000,-0.000000,42971.890909, 9.272569,8723.792478,42971.890909,42971.890909
9729,42981.163978, 9.273569, 0.000000,-0.000000,42981.163978, 9.273569,8724.792049,42981.163978,42981.163978
9730,42990.438047, 9.274569, 0.000000,-0.000000,42990.438047, 9.274569,8725.791620,42990.438047,42990.438047
9731,42999.713116, 9.275569, 0.000000,-0.000000,42999.713116, 9.275569,8726.791191,42999.713116,42999.713116
9732,43008.989185, 9.276569, 0.000000,-0.000000,43008.989185, 9.276569,8727.790761,43008.989185,43008.989185
9733,43018.266254, 9.277569, 0.000000,-0.000000,43018.266254, 9.277569,8728.790332,43018.266254,43018.266254
9734,43027.544323, 9.278569, 0.000000,-0.000000,43027.544323, 9.278569,8729.789903,43027.544323,43027.544323
9735,43036.823393, 9.279569, 0.000000,-0.000000,43036.823393, 9.279569,8730.789474,43036.823393,43036.823393
9736,43046.103462, 9.280569, 0.000000,-0.000000,43046.103462, 9.280569,8731.789045,43046.103462,43046.103462
9737,43055.384531, 9.281569, 0.000000,-0.000000,43055.384531, 9.281569,8732.788616,43055.384531,43055.384531
9738,43064.666600, 9.282569, 0.000000,-0.000000,43064.666600, 9.282569,8733.788187,43064.666600,43064.666600
9739,43073.949669, 9.283569, 0.000000,-0.000000,43073.949669, 9.283569,8734.787758,43073.949669,43073.949669
9740,43083.233738, 9.284569, 0.000000,-0.000000,43083.233738, 9.284569,8735.787329,43083.233738,43083.233738
9741,43092.518807, 9.285569, 0.000000,-0.000000,43092.518807, 9.285569,8736.786900,43092.518807,43092.518807
9742,43101.804876, 9.286569, 0.000000,-0.000000,43101.804876, 9.286569,8737.786471,43101.804876,43101.804876
9743,43111.091945, 9.287569, 0.000000,-0.000000,43111.091945, 9.287569,8738.786042,43111.091945,43111.091945
9744,43120.380014, 9.288569, 0.000000,-0.000000,43120.380014, 9.288569,8739.785613,43120.380014,43120.380014
9745,43129.669084, 9.289569, 0.000000,-0.000000,43129.669084, 9.289569,8740.785184,43129.669084,43129.669084
9746,43138.959153, 9.290569, 0.000000,-0.000000,43138.959153, 9.290569,8741.784755,43138.959153,43138.959153
9747,43148.250222, 9.291569, 0.000000,-0.000000,43148.250222, 9.291569,8742.784326,43148.250222,43148.250222
9748,43157.542291, 9.292569, 0.000000,-0.000000,43157.542291, 9.292569,8743.783897,43157.542291,43157.542291
9749,43166.835360, 9.293569, 0.000000,-0.000000,43166.835360, 9.293569,8744.783467,43166.835360,43166.835360
9750,43176.129429, 9.294569, 0.000000,-0.000000,43176.129429, 9.294569,8745.783038,43176.129429,43176.129429
9751,43185.424498, 9.295569, 0.000000,-0.000000,43185.424498, 9.295569,8746.782609,43185.424498,43185.424498
9752,43194.720567, 9.296569, 0.000000,-0.000000,43194.720567, 9.296569,8747.782180,43194.720567,43194.720567
9753,43204.017636, 9.297569, 0.000000,-0.000000,43204.017636, 9.297569,8748.781751,43204.017636,43204.017636
9754,43213.315705, 9.298569, 0.000000,-0.000000,43213.315705, 9.298569,8749.781322,43213.315705,43213.315705
9755,43222.614775, 9.299569, 0.000000,-0.000000,43222.614775, 9.299569,8750.780893,43222.614775,43222.614775
9756,43231.914844, 9.300569, 0.000000,-0.000000,43231.914844, 9.300569,8751.780464,43231.914844,43231.914844
9757,43241.215913, 9.301569, 0.000000,-0.000000,43241.215913, 9.301569,8752.780035,43241.215913,43241.215913
9758,43250.517982, 9.302569, 0.000000,-0.000000,43250.517982, 9.302569,8753.779606,43250.517982,43250.517982
9759,43259.821051, 9.303569, 0.000000,-0.000000,43259.821051, 9.303569,8754.779177,43259.821051,43259.821051
9760,43269.125120, 9.304569, 0.000000,-0.000000,43269.125120, 9.304569,8755.778748,43269.125120,43269.125120
9761,43278.430189, 9.305569, 0.000000,-0.000000,43278.430189, 9.305569,8756.778319,43278.430189,43278.430189
9762,43287.736258, 9.306569, 0.000000,-0.000000,43287.736258, 9.306569,8757.777890,43287.736258,43287.736258
9763,43297.043327, 9.307569, 0.000000,-0.000000,43297.043327, 9.307569,8758.777461,43297.043327,43297.043327
9764,43306.351396, 9.308569, 0.000000,-0.000000,43306.351396, 9.308569,8759.777032,43306.351396,43306.351396
9765,43315.660466, 9.309569, 0.000000,-0.000000,43315.660466, 9.309569,8760.776602,43315.660466,43315.660466
9766,43324.970535, 9.310569, 0.000000,-0.000000,43324.970535, 9.310569,8761.776173,43324.970535,43324.970535
9767,43334.281604, 9.311569, 0.000000,-0.000000,43334.281604, 9.311569,8762.775744,43334.281604,43334.281604
9768,43343.593673, 9.312569, 0.000000,-0.000000,43343.593673, 9.312569,8763.775315,43343.593673,43343.593673
9769,43352.906742, 9.313569, 0.000000,-0.000000,43352.906742, 9.313569,8764.774886,43352.906742,43352.906742
9770,43362.220811, 9.314569, 0.000000,-0.000000,43362.220811, 9.314569,8765.774457,43362.220811,43362.220811
9771,43371.535880, 9.315569, 0.000000,-0.000000,43371.535880, 9.315569,8766.774028,43371.535880,43371.535880
9772,43380.851949, 9.316569, 0.000000,-0.000000,43380.851949, 9.316569,8767.773599,43380.851949,43380.851949
9773,43390.169018, 9.317569, 0.000000,-0.000000,43390.169018, 9.317569,8768.773170,43390.169018,43390.169018
9774,43399.487088, 9.318569, 0.000000,-0.000000,43399.487088, 9.318569,8769.772741,43399.487088,43399.487088
9775,43408.806157, 9.319569, 0.000000,-0.000000,43408.806157, 9.319569,8770.772312,43408.806157,43408.806157
9776,43418.126226, 9.320569, 0.000000,-0.000000,43418.126226, 9.320569,8771.771883,43418.126226,43418.126226
9777,43427.447295, 9.321569, 0.000000,-0.000000,43427.447295, 9.321569,8772.771454,43427.447295,43427.447295
9778,43436.769364, 9.322569, 0.000000,-0.000000,43436.769364, 9.322569,8773.771025,43436.769364,43436.769364
9779,43446.092433, 9.323569, 0.000000,-0.000000,43446.092433, 9.323569,8774.770596,43446.092433,43446.092433
9780,43455.416502, 9.324569, 0.000000,-0.000000,43455.416502, 9.324569,8775.770167,43455.416502,43455.416502
9781,43464.741571, 9.325569, 0.000000,-0.000000,43464.741571, 9.325569,8776.769738,43464.741571,43464.741571
9782,43474.067641, 9.326569, 0.000000,-0.000000,43474.067641, 9.326569,8777.769308,43474.067641,43474.067641
9783,43483.394710, 9.327569, 0.000000,-0.000000,43483.394710, 9.327569,8778.768879,43483.394710,43483.394710
9784,43492.722779, 9.328569, 0.000000,-0.000000,43492.722779, 9.328569,8779.768450,43492.722779,43492.722779
9785,43502.051848, 9.329569, 0.000000,-0.000000,43502.051848, 9.329569,8780.768021,43502.051848,43502.051848
9786,43511.381917, 9.330569, 0.000000,-0.000000,43511.381917, 9.330569,8781.767592,43511.381917,43511.381917
9787,43520.712986, 9.331569, 0.000000,-0.000000,43520.712986, 9.331569,8782.767163,43520.712986,43520.712986
9788,43530.045055, 9.332569, 0.000000,-0.000000,43530.045055, 9.332569,8783.766734,43530.045055,43530.045055
9789,43539.378124, 9.333569, 0.000000,-0.000000,43539.378124, 9.333569,8784.766305,43539.378124,43539.378124
9790,43548.712194, 9.334569, 0.000000,-0.000000,43548.712194, 9.334569,8785.765876,43548.712194,43548.712194
9791,43558.047263, 9.335569, 0.000000,-0.000000,43558.047263, 9.335569,8786.765447,43558.047263,43558.047263
9792,43567.383332, 9.336569, 0.000000,-0.000000,43567.383332, 9.336569,8787.765018,43567.383332,43567.383332
9793,43576.720401, 9.337569, 0.000000,-0.000000,43576.720401, 9.337569,8788.764589,43576.720401,43576.720401
9794,43586.058470, 9.338569, 0.000000,-0.000000,43586.058470, 9.338569,8789.764160,43586.058470,43586.058470
9795,43595.397539, 9.339569, 0.000000,-0.000000,43595.397539, 9.339569,8790.763731,43595.397539,43595.397539
9796,43604.737608, 9.340569, 0.000000,-0.000000,43604.737608, 9.340569,8791.763302,43604.737608,43604.737608
9797,43614.078678, 9.341569, 0.000000,-0.000000,43614.078678, 9.341569,8792.762873,43614.078678,43614.078678
9798,43623.420747, 9.342569, 0.000000,-0.000000,43623.420747, 9.342569,8793.762443,43623.420747,43623.420747
9799,43632.763816, 9.343569, 0.000000,-0.000000,43632.763816, 9.343569,8794.762014,43632.763816,43632.763816
9800,43642.107885, 9.344569, 0.000000,-0.000000,43642.107885, 9.344569,8795.761585,43642.107885,43642.107885
9801,43651.452954, 9.345569, 0.000000,-0.000000,43651.452954, 9.345569,8796.761156,43651.452954,43651.452954
9802,43660.799023, 9.346569, 0.000000,-0.000000,43660.799023, 9.346569,8797.760727,43660.799023,43660.799023
9803,43670.146092, 9.347569, 0.000000,-0.000000,43670.146092, 9.347569,8798.760298,43670.146092,43670.146092
9804,43679.494162, 9.348569, 0.000000,-0.000000,43679.494162, 9.348569,8799.759869,43679.494162,43679.494162
9805,43688.843231, 9.349569, 0.000000,-0.000000,43688.843231, 9.349569,8800.759440,43688.843231,43688.843231
9806,43698.193300, 9.350569, 0.000000,-0.000000,43698.193300, 9.350569,8801.759011,43698.193300,43698.193300
9807,43707.544369, 9.351569, 0.000000,-0.000000,43707.544369, 9.351569,8802.758582,43707.544369,43707.544369
9808,43716.896438, 9.352569, 0.000000,-0.000000,43716.896438, 9.352569,8803.758153,43716.896438,43716.896438
9809,43726.249507, 9.353569, 0.000000,-0.000000,43726.249507, 9.353569,8804.757724,43726.249507,43726.249507
9810,43735.603577, 9.354569, 0.000000,-0.000000,43735.603577, 9.354569,8805.757295,43735.603577,43735.603577
9811,43744.958646, 9.355569, 0.000000,-0.000000,43744.958646, 9.355569,8806.756866,43744.958646,43744.958646
9812,43754.314715, 9.356569, 0.000000,-0.000000,43754.314715, 9.356569,8807.756437,43754.314715,43754.314715
9813,43763.671784, 9.357569, 0.000000,-0.000000,43763.671784, 9.357569,8808.756008,43763.671784,43763.671784
9814,43773.029853, 9.358569, 0.000000,-0.000000,43773.029853, 9.358569,8809.755579,43773.029853,43773.029853
9815,43782.388922, 9.359569, 0.000000,-0.000000,43782.388922, 9.359569,8810.755149,43782.388922,43782.388922
9816,43791.748992, 9.360569, 0.000000,-0.000000,43791.748992, 9.360569,8811.754720,43791.748992,43791.748992
9817,43801.110061, 9.361569, 0.000000,-0.000000,43801.110061, 9.361569,8812.754291,43801.110061,43801.110061
9818,43810.472130, 9.362569, 0.000000,-0.000000,43810.472130, 9.362569,8813.753862,43810.472130,43810.472130
9819,43819.835199, 9.363569, 0.000000,-0.000000,43819.835199, 9.363569,8814.753433,43819.835199,43819.835199
9820,43829.199268, 9.364569, 0.000000,-0.000000,43829.199268, 9.364569,8815.753004,43829.199268,43829.199268
9821,43838.564337, 9.365569, 0.000000,-0.000000,43838.564337, 9.365569,8816.752575,43838.564337,43838.564337
9822,43847.930407, 9.366569, 0.000000,-0.000000,43847.930407, 9.366569,8817.752146,43847.930407,43847.930407
9823,43857.297476, 9.367569, 0.000000,-0.000000,43857.297476, 9.367569,8818.751717,43857.297476,43857.297476
9824,43866.665545, 9.368569, 0.000000,-0.000000,43866.665545, 9.368569,8819.751288,43866.665545,43866.665545
9825,43876.034614, 9.369569, 0.000000,-0.000000,43876.034614, 9.369569,8820.750859,43876.034614,43876.034614
