q,f,df
 874,-898.229895, 3.654597
 875,-894.577719, 3.649752
 876,-890.930393, 3.644900
 877,-887.287922, 3.640041
 878,-883.650313, 3.635176
 879,-880.017572, 3.630304
 880,-876.389706, 3.625426
 881,-872.766722, 3.620542
 882,-869.148625, 3.615651
 883,-865.535422, 3.610754
 884,-861.927119, 3.605851
 885,-858.323722, 3.600941
 886,-854.725238, 3.596026
 887,-851.131672, 3.591104
 888,-847.543031, 3.586177
 889,-843.959321, 3.581243
 890,-840.380547, 3.576303
 891,-836.806716, 3.571358
 892,-833.237833, 3.566407
 893,-829.673905, 3.561450
 894,-826.114936, 3.556487
 895,-822.560933, 3.551518
 896,-819.011901, 3.546544
 897,-815.467847, 3.541564
 898,-811.928775, 3.536579
 899,-808.394691, 3.531588
 900,-804.865600, 3.526592
 901,-801.341508, 3.521590
 902,-797.822421, 3.516583
 903,-794.308343, 3.511571
 904,-790.799280, 3.506554
 905,-787.295238, 3.501531
 906,-783.796220, 3.496503
 907,-780.302233, 3.491470
 908,-776.813281, 3.486432
 909,-773.329370, 3.481390
 910,-769.850504, 3.476342
 911,-766.376688, 3.471289
 912,-762.907927, 3.466232
 913,-759.444226, 3.461169
 914,-755.985590, 3.456102
 915,-752.532024, 3.451031
 916,-749.083531, 3.445954
 917,-745.640116, 3.440874
 918,-742.201785, 3.435788
 919,-738.768542, 3.430698
 920,-735.340390, 3.425604
 921,-731.917334, 3.420506
 922,-728.499380, 3.415403
 923,-725.086530, 3.410296
 924,-721.678789, 3.405185
 925,-718.276162, 3.400069
 926,-714.878652, 3.394950
 927,-711.486263, 3.389827
 928,-708.099000, 3.384699
 929,-704.716866, 3.379568
 930,-701.339865, 3.374433
 931,-697.968001, 3.369294
 932,-694.601278, 3.364151
 933,-691.239700, 3.359005
 934,-687.883270, 3.353855
 935,-684.531991, 3.348702
 936,-681.185867, 3.343545
 937,-677.844903, 3.338384
 938,-674.509100, 3.333220
 939,-671.178464, 3.328053
 940,-667.852996, 3.322883
 941,-664.532700, 3.317709
 942,-661.217579, 3.312532
 943,-657.907637, 3.307352
 944,-654.602876, 3.302169
 945,-651.303300, 3.296983
 946,-648.008912, 3.291794
 947,-644.719714, 3.286602
 948,-641.435709, 3.281407
 949,-638.156901, 3.276209
 950,-634.883291, 3.271009
 951,-631.614883, 3.265806
 952,-628.351679, 3.260601
 953,-625.093682, 3.255393
 954,-621.840895, 3.250182
 955,-618.593318, 3.244969
 956,-615.350956, 3.239754
 957,-612.113811, 3.234537
 958,-608.881884, 3.229317
 959,-605.655178, 3.224095
 960,-602.433695, 3.218871
 961,-599.217438, 3.213644
 962,-596.006407, 3.208416
 963,-592.800606, 3.203186
 964,-589.600036, 3.197954
 965,-586.404699, 3.192720
 966,-583.214597, 3.187484
 967,-580.029731, 3.182247
 968,-576.850104, 3.177008
 969,-573.675716, 3.171767
 970,-570.506570, 3.166525
 971,-567.342667, 3.161281
 972,-564.184008, 3.156036
 973,-561.030595, 3.150790
 974,-557.882430, 3.145542
 975,-554.739512, 3.140293
 976,-551.601845, 3.135043
 977,-548.469428, 3.129791
 978,-545.342262, 3.124539
 979,-542.220350, 3.119286
 980,-539.103692, 3.114031
 981,-535.992288, 3.108776
 982,-532.886140, 3.103520
 983,-529.785248, 3.098263
 984,-526.689613, 3.093006
 985,-523.599237, 3.087748
 986,-520.514118, 3.082489
 987,-517.434259, 3.077230
 988,-514.359659, 3.071970
 989,-511.290319, 3.066710
 990,-508.226239, 3.061450
 991,-505.167420, 3.056189
 992,-502.113861, 3.050928
 993,-499.065563, 3.045667
 994,-496.022527, 3.040406
 995,-492.984752, 3.035145
 996,-489.952238, 3.029884
 997,-486.924985, 3.024622
 998,-483.902993, 3.019362
 999,-480.886261, 3.014101
1000,-477.874791, 3.008840
1001,-474.868581, 3.003580
1002,-471.867630, 2.998321
1003,-468.871939, 2.993061
1004,-465.881508, 2.987802
1005,-462.896334, 2.982544
1006,-459.916419, 2.977287
1007,-456.941761, 2.972030
1008,-453.972359, 2.966774
1009,-451.008213, 2.961518
1010,-448.049322, 2.956264
1011,-445.095685, 2.951010
1012,-442.147301, 2.945758
1013,-439.204169, 2.940506
1014,-436.266288, 2.935256
1015,-433.333656, 2.930007
1016,-430.406273, 2.924759
1017,-427.484138, 2.919512
1018,-424.567248, 2.914267
1019,-421.655603, 2.909023
1020,-418.749201, 2.903781
1021,-415.848041, 2.898540
1022,-412.952120, 2.893301
1023,-410.061438, 2.888063
1024,-407.175993, 2.882827
1025,-404.295783, 2.877593
1026,-401.420806, 2.872361
1027,-398.551060, 2.867131
1028,-395.686544, 2.861902
1029,-392.827255, 2.856676
1030,-389.973191, 2.851452
1031,-387.124351, 2.846230
1032,-384.280732, 2.841010
1033,-381.442331, 2.835792
1034,-378.609147, 2.830577
1035,-375.781177, 2.825364
1036,-372.958419, 2.820153
1037,-370.140870, 2.814945
1038,-367.328528, 2.809740
1039,-364.521390, 2.804537
1040,-361.719454, 2.799336
1041,-358.922716, 2.794139
1042,-356.131175, 2.788944
1043,-353.344827, 2.783752
1044,-350.563669, 2.778564
1045,-347.787699, 2.773378
1046,-345.016913, 2.768195
1047,-342.251308, 2.763015
1048,-339.490882, 2.757838
1049,-336.735631, 2.752665
1050,-333.985551, 2.747495
1051,-331.240640, 2.742328
1052,-328.500894, 2.737164
1053,-325.766310, 2.732004
1054,-323.036885, 2.726848
1055,-320.312614, 2.721695
1056,-317.593494, 2.716545
1057,-314.879522, 2.711400
1058,-312.170693, 2.706258
1059,-309.467005, 2.701120
1060,-306.768453, 2.695985
1061,-304.075033, 2.690855
1062,-301.386742, 2.685728
1063,-298.703575, 2.680606
1064,-296.025529, 2.675487
1065,-293.352599, 2.670373
1066,-290.684781, 2.665263
1067,-288.022072, 2.660157
1068,-285.364465, 2.655056
1069,-282.711958, 2.649959
1070,-280.064547, 2.644866
1071,-277.422225, 2.639778
1072,-274.784990, 2.634694
1073,-272.152836, 2.629615
1074,-269.525759, 2.624540
1075,-266.903754, 2.619470
1076,-264.286816, 2.614405
1077,-261.674941, 2.609345
1078,-259.068124, 2.604290
1079,-256.466360, 2.599239
1080,-253.869644, 2.594194
1081,-251.277971, 2.589153
1082,-248.691336, 2.584118
1083,-246.109734, 2.579088
1084,-243.533160, 2.574062
1085,-240.961607, 2.569043
1086,-238.395073, 2.564028
1087,-235.833550, 2.559019
1088,-233.277033, 2.554015
1089,-230.725517, 2.549017
1090,-228.178998, 2.544024
1091,-225.637468, 2.539037
1092,-223.100922, 2.534055
1093,-220.569355, 2.529079
1094,-218.042762, 2.524109
1095,-215.521135, 2.519145
1096,-213.004471, 2.514186
1097,-210.492761, 2.509233
1098,-207.986002, 2.504287
1099,-205.484186, 2.499346
1100,-202.987309, 2.494411
1101,-200.495362, 2.489482
1102,-198.008342, 2.484560
1103,-195.526241, 2.479644
1104,-193.049053, 2.474733
1105,-190.576772, 2.469830
1106,-188.109391, 2.464932
1107,-185.646905, 2.460041
1108,-183.189306, 2.455157
1109,-180.736589, 2.450279
1110,-178.288747, 2.445407
1111,-175.845773, 2.440542
1112,-173.407660, 2.435684
1113,-170.974402, 2.430832
1114,-168.545993, 2.425988
1115,-166.122425, 2.421150
1116,-163.703691, 2.416318
1117,-161.289786, 2.411494
1118,-158.880701, 2.406677
1119,-156.476430, 2.401867
1120,-154.076965, 2.397063
1121,-151.682301, 2.392267
1122,-149.292429, 2.387478
1123,-146.907342, 2.382696
1124,-144.527034, 2.377921
1125,-142.151497, 2.373154
1126,-139.780723, 2.368394
1127,-137.414706, 2.363641
1128,-135.053438, 2.358896
1129,-132.696911, 2.354158
1130,-130.345119, 2.349428
1131,-127.998052, 2.344705
1132,-125.655705, 2.339990
1133,-123.318069, 2.335283
1134,-120.985137, 2.330583
1135,-118.656900, 2.325891
1136,-116.333352, 2.321207
1137,-114.014484, 2.316530
1138,-111.700288, 2.311862
1139,-109.390757, 2.307201
1140,-107.085883, 2.302549
1141,-104.785657, 2.297904
1142,-102.490072, 2.293267
1143,-100.199120, 2.288639
1144,-97.912792, 2.284019
1145,-95.631080, 2.279406
1146,-93.353976, 2.274802
1147,-91.081472, 2.270207
1148,-88.813560, 2.265619
1149,-86.550231, 2.261040
1150,-84.291477, 2.256470
1151,-82.037289, 2.251907
1152,-79.787659, 2.247354
1153,-77.542579, 2.242808
1154,-75.302040, 2.238272
1155,-73.066033, 2.233743
1156,-70.834550, 2.229224
1157,-68.607582, 2.224713
1158,-66.385121, 2.220211
1159,-64.167157, 2.215718
1160,-61.953682, 2.211233
1161,-59.744687, 2.206758
1162,-57.540164, 2.202291
1163,-55.340103, 2.197833
1164,-53.144496, 2.193384
1165,-50.953333, 2.188944
1166,-48.766605, 2.184513
1167,-46.584304, 2.180091
1168,-44.406421, 2.175678
1169,-42.232945, 2.171274
1170,-40.063869, 2.166880
1171,-37.899183, 2.162494
1172,-35.738877, 2.158118
1173,-33.582943, 2.153752
1174,-31.431371, 2.149394
1175,-29.284151, 2.145046
1176,-27.141275, 2.140707
1177,-25.002734, 2.136378
1178,-22.868516, 2.132058
1179,-20.738614, 2.127748
1180,-18.613018, 2.123447
1181,-16.491717, 2.119156
1182,-14.374704, 2.114874
1183,-12.261967, 2.110602
1184,-10.153497, 2.106339
1185,-8.049285, 2.102087
1186,-5.949320, 2.097844
1187,-3.853594, 2.093610
1188,-1.762096, 2.089387
1189, 0.325183, 2.085173
1190, 2.408254, 2.080970
1191, 4.487126, 2.076776
1192, 6.561809, 2.072592
1193, 8.632313, 2.068418
1194,10.698648, 2.064254
1195,12.760823, 2.060100
1196,14.818850, 2.055956
1197,16.872738, 2.051822
1198,18.922497, 2.047698
1199,20.968137, 2.043584
1200,23.009669, 2.039481
1201,25.047102, 2.035387
1202,27.080447, 2.031304
1203,29.109714, 2.027231
1204,31.134913, 2.023169
1205,33.156054, 2.019116
1206,35.173148, 2.015074
1207,37.186206, 2.011042
1208,39.195237, 2.007021
1209,41.200252, 2.003010
1210,43.201261, 1.999010
1211,45.198275, 1.995020
1212,47.191304, 1.991040
1213,49.180359, 1.987071
1214,51.165450, 1.983113
1215,53.146588, 1.979165
1216,55.123784, 1.975228
1217,57.097047, 1.971301
1218,59.066389, 1.967385
1219,61.031820, 1.963479
1220,62.993351, 1.959585
1221,64.950993, 1.955701
1222,66.904756, 1.951827
1223,68.854651, 1.947965
1224,70.800689, 1.944113
1225,72.742880, 1.940272
1226,74.681236, 1.936442
1227,76.615767, 1.932622
1228,78.546484, 1.928814
1229,80.473398, 1.925016
1230,82.396520, 1.921229
1231,84.315860, 1.917454
1232,86.231430, 1.913689
1233,88.143241, 1.909935
1234,90.051304, 1.906192
1235,91.955629, 1.902460
1236,93.856227, 1.898739
1237,95.753111, 1.895029
1238,97.646290, 1.891331
1239,99.535775, 1.887643
1240,101.421579, 1.883966
1241,103.303712, 1.880301
1242,105.182184, 1.876646
1243,107.057008, 1.873003
1244,108.928194, 1.869371
1245,110.795754, 1.865750
1246,112.659698, 1.862141
1247,114.520039, 1.858542
1248,116.376786, 1.854955
1249,118.229952, 1.851379
1250,120.079548, 1.847814
1251,121.925584, 1.844261
1252,123.768073, 1.840719
1253,125.607025, 1.837188
1254,127.442453, 1.833668
1255,129.274366, 1.830160
1256,131.102777, 1.826663
1257,132.927697, 1.823178
1258,134.749137, 1.819704
1259,136.567108, 1.816241
1260,138.381623, 1.812790
1261,140.192692, 1.809350
1262,142.000327, 1.805922
1263,143.804540, 1.802505
1264,145.605341, 1.799099
1265,147.402742, 1.795705
1266,149.196755, 1.792323
1267,150.987391, 1.788952
1268,152.774662, 1.785592
1269,154.558579, 1.782244
1270,156.339154, 1.778907
1271,158.116398, 1.775582
1272,159.890322, 1.772269
1273,161.660939, 1.768967
1274,163.428260, 1.765677
1275,165.192297, 1.762398
1276,166.953060, 1.759131
1277,168.710562, 1.755875
1278,170.464814, 1.752631
1279,172.215827, 1.749399
1280,173.963614, 1.746178
1281,175.708187, 1.742968
1282,177.449555, 1.739771
1283,179.187732, 1.736585
1284,180.922729, 1.733411
1285,182.654557, 1.730248
1286,184.383229, 1.727097
1287,186.108755, 1.723958
1288,187.831148, 1.720830
1289,189.550419, 1.717714
1290,191.266579, 1.714609
1291,192.979641, 1.711517
1292,194.689617, 1.708436
1293,196.396517, 1.705366
1294,198.100353, 1.702309
1295,199.801138, 1.699263
1296,201.498883, 1.696229
1297,203.193600, 1.693206
1298,204.885299, 1.690195
1299,206.573994, 1.687196
1300,208.259696, 1.684209
1301,209.942416, 1.681233
1302,211.622166, 1.678269
1303,213.298958, 1.675317
1304,214.972804, 1.672376
1305,216.643715, 1.669448
1306,218.311703, 1.666531
1307,219.976780, 1.663625
1308,221.638957, 1.660732
1309,223.298247, 1.657850
1310,224.954660, 1.654980
1311,226.608210, 1.652121
1312,228.258907, 1.649274
1313,229.906762, 1.646439
1314,231.551789, 1.643616
1315,233.193999, 1.640805
1316,234.833402, 1.638005
1317,236.470012, 1.635217
1318,238.103840, 1.632440
1319,239.734897, 1.629676
1320,241.363195, 1.626923
1321,242.988746, 1.624182
1322,244.611562, 1.621452
1323,246.231654, 1.618734
1324,247.849034, 1.616028
1325,249.463714, 1.613334
1326,251.075706, 1.610651
1327,252.685021, 1.607980
1328,254.291670, 1.605321
1329,255.895666, 1.602673
1330,257.497021, 1.600037
1331,259.095745, 1.597413
1332,260.691851, 1.594801
1333,262.285351, 1.592200
1334,263.876255, 1.589611
1335,265.464576, 1.587033
1336,267.050325, 1.584467
1337,268.633514, 1.581913
1338,270.214155, 1.579371
1339,271.792259, 1.576840
1340,273.367839, 1.574320
1341,274.940904, 1.571813
1342,276.511468, 1.569317
1343,278.079541, 1.566832
1344,279.645136, 1.564360
1345,281.208264, 1.561898
1346,282.768937, 1.559449
1347,284.327166, 1.557011
1348,285.882962, 1.554584
1349,287.436338, 1.552169
1350,288.987305, 1.549766
1351,290.535874, 1.547374
1352,292.082057, 1.544994
1353,293.625866, 1.542625
1354,295.167312, 1.540268
1355,296.706407, 1.537923
1356,298.243162, 1.535589
1357,299.777588, 1.533266
1358,301.309697, 1.530955
1359,302.839501, 1.528655
1360,304.367012, 1.526367
1361,305.892240, 1.524090
1362,307.415196, 1.521825
1363,308.935894, 1.519571
1364,310.454343, 1.517329
1365,311.970555, 1.515098
1366,313.484543, 1.512878
1367,314.996316, 1.510670
1368,316.505887, 1.508473
1369,318.013267, 1.506288
1370,319.518467, 1.504114
1371,321.021498, 1.501951
1372,322.522373, 1.499800
1373,324.021102, 1.497660
1374,325.517697, 1.495531
1375,327.012168, 1.493414
1376,328.504528, 1.491308
1377,329.994787, 1.489213
1378,331.482957, 1.487129
1379,332.969049, 1.485057
1380,334.453074, 1.482996
1381,335.935044, 1.480946
1382,337.414969, 1.478907
1383,338.892862, 1.476879
1384,340.368732, 1.474863
1385,341.842592, 1.472858
1386,343.314452, 1.470864
1387,344.784323, 1.468881
1388,346.252217, 1.466909
1389,347.718145, 1.464948
1390,349.182118, 1.462999
1391,350.644147, 1.461060
1392,352.104242, 1.459133
1393,353.562416, 1.457216
1394,355.018679, 1.455311
1395,356.473042, 1.453417
1396,357.925516, 1.451533
1397,359.376112, 1.449661
1398,360.824842, 1.447799
1399,362.271715, 1.445949
1400,363.716743, 1.444109
1401,365.159937, 1.442281
1402,366.601308, 1.440463
1403,368.040867, 1.438656
1404,369.478624, 1.436860
1405,370.914590, 1.435075
1406,372.348777, 1.433300
1407,373.781195, 1.431537
1408,375.211855, 1.429784
1409,376.640767, 1.428042
1410,378.067943, 1.426311
1411,379.493392, 1.424590
1412,380.917127, 1.422881
1413,382.339157, 1.421182
1414,383.759494, 1.419493
1415,385.178147, 1.417816
1416,386.595128, 1.416148
1417,388.010448, 1.414492
1418,389.424116, 1.412846
1419,390.836144, 1.411211
1420,392.246541, 1.409586
1421,393.655320, 1.407972
1422,395.062489, 1.406369
1423,396.468060, 1.404775
1424,397.872043, 1.403193
1425,399.274449, 1.401621
1426,400.675288, 1.400059
1427,402.074571, 1.398508
1428,403.472308, 1.396967
1429,404.868509, 1.395437
1430,406.263184, 1.393917
1431,407.656345, 1.392407
1432,409.048001, 1.390907
1433,410.438163, 1.389418
1434,411.826842, 1.387940
1435,413.214046, 1.386471
1436,414.599787, 1.385013
1437,415.984075, 1.383565
1438,417.366921, 1.382127
1439,418.748333, 1.380699
1440,420.128323, 1.379282
1441,421.506901, 1.377875
1442,422.884076, 1.376478
1443,424.259859, 1.375090
1444,425.634260, 1.373713
1445,427.007289, 1.372347
1446,428.378957, 1.370990
1447,429.749272, 1.369643
1448,431.118245, 1.368306
1449,432.485887, 1.366979
1450,433.852206, 1.365662
1451,435.217214, 1.364355
1452,436.580919, 1.363058
1453,437.943333, 1.361770
1454,439.304464, 1.360493
1455,440.664322, 1.359225
1456,442.022918, 1.357968
1457,443.380261, 1.356720
1458,444.736360, 1.355482
1459,446.091227, 1.354253
1460,447.444870, 1.353034
1461,448.797299, 1.351825
1462,450.148524, 1.350626
1463,451.498554, 1.349436
1464,452.847399, 1.348256
1465,454.195070, 1.347086
1466,455.541574, 1.345925
1467,456.886923, 1.344774
1468,458.231125, 1.343632
1469,459.574190, 1.342500
1470,460.916127, 1.341377
1471,462.256946, 1.340264
1472,463.596657, 1.339160
1473,464.935269, 1.338065
1474,466.272791, 1.336980
1475,467.609233, 1.335905
1476,468.944603, 1.334838
1477,470.278912, 1.333781
1478,471.612169, 1.332734
1479,472.944383, 1.331695
1480,474.275563, 1.330666
1481,475.605718, 1.329646
1482,476.934858, 1.328636
1483,478.262992, 1.327634
1484,479.590129, 1.326642
1485,480.916279, 1.325658
1486,482.241449, 1.324684
1487,483.565650, 1.323719
1488,484.888891, 1.322763
1489,486.211180, 1.321816
1490,487.532526, 1.320878
1491,488.852939, 1.319949
1492,490.172428, 1.319029
1493,491.491001, 1.318118
1494,492.808668, 1.317216
1495,494.125437, 1.316323
1496,495.441317, 1.315439
1497,496.756317, 1.314563
1498,498.070446, 1.313696
1499,499.383713, 1.312838
1500,500.696126, 1.311989
1501,502.007694, 1.311149
1502,503.318427, 1.310317
1503,504.628332, 1.309494
1504,505.937418, 1.308680
1505,507.245694, 1.307874
1506,508.553169, 1.307077
1507,509.859851, 1.306288
1508,511.165749, 1.305508
1509,512.470871, 1.304737
1510,513.775226, 1.303974
1511,515.078822, 1.303220
1512,516.381668, 1.302474
1513,517.683772, 1.301736
1514,518.985143, 1.301007
1515,520.285790, 1.300287
1516,521.585719, 1.299574
1517,522.884941, 1.298870
1518,524.183462, 1.298175
1519,525.481293, 1.297487
1520,526.778440, 1.296808
1521,528.074911, 1.296137
1522,529.370717, 1.295474
1523,530.665863, 1.294820
1524,531.960359, 1.294174
1525,533.254213, 1.293535
1526,534.547433, 1.292905
1527,535.840027, 1.292283
1528,537.132003, 1.291669
1529,538.423368, 1.291064
1530,539.714132, 1.290466
1531,541.004303, 1.289876
1532,542.293887, 1.289294
1533,543.582893, 1.288720
1534,544.871329, 1.288154
1535,546.159203, 1.287596
1536,547.446523, 1.287045
1537,548.733296, 1.286503
1538,550.019531, 1.285968
1539,551.305235, 1.285441
1540,552.590416, 1.284922
1541,553.875081, 1.284411
1542,555.159239, 1.283907
1543,556.442898, 1.283411
1544,557.726064, 1.282922
1545,559.008745, 1.282442
1546,560.290949, 1.281968
1547,561.572684, 1.281503
1548,562.853958, 1.281045
1549,564.134776, 1.280594
1550,565.415149, 1.280151
1551,566.695082, 1.279716
1552,567.974583, 1.279288
1553,569.253660, 1.278867
1554,570.532320, 1.278454
1555,571.810570, 1.278048
1556,573.088419, 1.277650
1557,574.365872, 1.277259
1558,575.642938, 1.276875
1559,576.919624, 1.276498
1560,578.195937, 1.276129
1561,579.471884, 1.275767
1562,580.747473, 1.275412
1563,582.022710, 1.275064
1564,583.297603, 1.274724
1565,584.572160, 1.274390
1566,585.846386, 1.274064
1567,587.120289, 1.273745
1568,588.393877, 1.273432
1569,589.667157, 1.273127
1570,590.940134, 1.272829
1571,592.212817, 1.272538
1572,593.485212, 1.272254
1573,594.757326, 1.271976
1574,596.029167, 1.271706
1575,597.300740, 1.271442
1576,598.572054, 1.271186
1577,599.843114, 1.270936
1578,601.113928, 1.270693
1579,602.384502, 1.270457
1580,603.654843, 1.270227
1581,604.924959, 1.270004
1582,606.194854, 1.269788
1583,607.464537, 1.269579
1584,608.734014, 1.269376
1585,610.003292, 1.269180
1586,611.272377, 1.268991
1587,612.541275, 1.268808
1588,613.809994, 1.268631
1589,615.078540, 1.268462
1590,616.346920, 1.268298
1591,617.615139, 1.268142
1592,618.883205, 1.267991
1593,620.151124, 1.267847
1594,621.418902, 1.267710
1595,622.686545, 1.267579
1596,623.954061, 1.267454
1597,625.221455, 1.267336
1598,626.488734, 1.267224
1599,627.755904, 1.267118
1600,629.022972, 1.267018
1601,630.289943, 1.266925
1602,631.556824, 1.266838
1603,632.823621, 1.266757
1604,634.090340, 1.266682
1605,635.356988, 1.266614
1606,636.623570, 1.266552
1607,637.890093, 1.266495
1608,639.156563, 1.266445
1609,640.422985, 1.266401
1610,641.689366, 1.266363
1611,642.955713, 1.266331
1612,644.222030, 1.266305
1613,645.488324, 1.266284
1614,646.754601, 1.266270
1615,648.020866, 1.266262
1616,649.287126, 1.266260
1617,650.553387, 1.266263
1618,651.819654, 1.266272
1619,653.085934, 1.266287
1620,654.352231, 1.266308
1621,655.618552, 1.266335
1622,656.884903, 1.266368
1623,658.151289, 1.266406
1624,659.417716, 1.266450
1625,660.684190, 1.266499
1626,661.950717, 1.266554
1627,663.217301, 1.266615
1628,664.483949, 1.266682
1629,665.750667, 1.266754
1630,667.017459, 1.266832
1631,668.284332, 1.266915
1632,669.551290, 1.267004
1633,670.818341, 1.267098
1634,672.085488, 1.267198
1635,673.352737, 1.267303
1636,674.620095, 1.267413
1637,675.887566, 1.267529
1638,677.155156, 1.267651
1639,678.422869, 1.267778
1640,679.690713, 1.267910
1641,680.958691, 1.268047
1642,682.226809, 1.268190
1643,683.495072, 1.268338
1644,684.763487, 1.268491
1645,686.032057, 1.268650
1646,687.300788, 1.268814
1647,688.569686, 1.268983
1648,689.838756, 1.269157
1649,691.108002, 1.269336
1650,692.377430, 1.269521
1651,693.647045, 1.269710
1652,694.916852, 1.269905
1653,696.186856, 1.270104
1654,697.457062, 1.270309
1655,698.727476, 1.270519
1656,699.998102, 1.270734
