q,f,df
8618,33295.388660, 8.162567
8619,33303.551727, 8.163567
8620,33311.715794, 8.164567
8621,33319.880861, 8.165567
8622,33328.046928, 8.166567
8623,33336.213995, 8.167567
8624,33344.382062, 8.168567
8625,33352.551129, 8.169567
8626,33360.721196, 8.170567
8627,33368.892263, 8.171567
8628,33377.064330, 8.172567
8629,33385.237397, 8.173567
8630,33393.411463, 8.174567
8631,33401.586530, 8.175567
8632,33409.762597, 8.176567
8633,33417.939664, 8.177567
8634,33426.117731, 8.178567
8635,33434.296798, 8.179567
8636,33442.476865, 8.180567
8637,33450.657932, 8.181567
8638,33458.839999, 8.182567
8639,33467.023066, 8.183567
8640,33475.207133, 8.184567
8641,33483.392200, 8.185567
8642,33491.578267, 8.186567
8643,33499.765334, 8.187567
8644,33507.953401, 8.188567
8645,33516.142468, 8.189567
8646,33524.332535, 8.190567
8647,33532.523602, 8.191567
8648,33540.715669, 8.192567
8649,33548.908736, 8.193567
8650,33557.102803, 8.194567
8651,33565.297870, 8.195567
8652,33573.493937, 8.196567
8653,33581.691004, 8.197567
8654,33589.889071, 8.198567
8655,33598.088138, 8.199567
8656,33606.288205, 8.200567
8657,33614.489272, 8.201567
8658,33622.691339, 8.202567
8659,33630.894406, 8.203567
8660,33639.098473, 8.204567
8661,33647.303540, 8.205567
8662,33655.509607, 8.206567
8663,33663.716674, 8.207567
8664,33671.924741, 8.208567
8665,33680.133809, 8.209567
8666,33688.343876, 8.210567
8667,33696.554943, 8.211567
8668,33704.767010, 8.212567
8669,33712.980077, 8.213567
8670,33721.194144, 8.214567
8671,33729.409211, 8.215567
8672,33737.625278, 8.216567
8673,33745.842345, 8.217567
8674,33754.060412, 8.218567
8675,33762.279479, 8.219567
8676,33770.499547, 8.220567
8677,33778.720614, 8.221567
8678,33786.942681, 8.222567
8679,33795.165748, 8.223567
8680,33803.389815, 8.224567
8681,33811.614882, 8.225567
8682,33819.840950, 8.226567
8683,33828.068017, 8.227567
8684,33836.296084, 8.228567
8685,33844.525151, 8.229567
8686,33852.755218, 8.230567
8687,33860.986285, 8.231567
8688,33869.218353, 8.232567
8689,33877.451420, 8.233567
8690,33885.685487, 8.234567
8691,33893.920554, 8.235567
8692,33902.156622, 8.236567
8693,33910.393689, 8.237567
8694,33918.631756, 8.238567
8695,33926.870823, 8.239567
8696,33935.110891, 8.240567
8697,33943.351958, 8.241567
8698,33951.594025, 8.242567
8699,33959.837092, 8.243567
8700,33968.081160, 8.244567
8701,33976.326227, 8.245567
8702,33984.572294, 8.246567
8703,33992.819362, 8.247567
8704,34001.067429, 8.248567
8705,34009.316496, 8.249567
8706,34017.566564, 8.250567
8707,34025.817631, 8.251567
8708,34034.069698, 8.252567
8709,34042.322766, 8.253567
8710,34050.576833, 8.254567
8711,34058.831900, 8.255567
8712,34067.087968, 8.256567
8713,34075.345035, 8.257567
8714,34083.603102, 8.258567
8715,34091.862170, 8.259567
8716,34100.122237, 8.260567
8717,34108.383305, 8.261567
8718,34116.645372, 8.262567
8719,34124.908440, 8.263567
8720,34133.172507, 8.264567
8721,34141.437574, 8.265567
8722,34149.703642, 8.266567
8723,34157.970709, 8.267567
8724,34166.238777, 8.268567
8725,34174.507844, 8.269567
8726,34182.777912, 8.270568
8727,34191.048979, 8.271568
8728,34199.321047, 8.272568
8729,34207.594114, 8.273568
8730,34215.868182, 8.274568
8731,34224.143249, 8.275568
8732,34232.419317, 8.276568
8733,34240.696385, 8.277568
8734,34248.974452, 8.278568
8735,34257.253520, 8.279568
8736,34265.533587, 8.280568
8737,34273.814655, 8.281568
8738,34282.096723, 8.282568
8739,34290.379790, 8.283568
8740,34298.663858, 8.284568
8741,34306.948925, 8.285568
8742,34315.234993, 8.286568
8743,34323.522061, 8.287568
8744,34331.810128, 8.288568
8745,34340.099196, 8.289568
8746,34348.389264, 8.290568
8747,34356.680331, 8.291568
8748,34364.972399, 8.292568
8749,34373.265467, 8.293568
8750,34381.559535, 8.294568
8751,34389.854602, 8.295568
8752,34398.150670, 8.296568
8753,34406.447738, 8.297568
8754,34414.745806, 8.298568
8755,34423.044873, 8.299568
8756,34431.344941, 8.300568
8757,34439.646009, 8.301568
8758,34447.948077, 8.302568
8759,34456.251144, 8.303568
8760,34464.555212, 8.304568
8761,34472.860280, 8.305568
8762,34481.166348, 8.306568
8763,34489.473416, 8.307568
8764,34497.781484, 8.308568
8765,34506.090552, 8.309568
8766,34514.400619, 8.310568
8767,34522.711687, 8.311568
8768,34531.023755, 8.312568
8769,34539.336823, 8.313568
8770,34547.650891, 8.314568
8771,34555.965959, 8.315568
8772,34564.282027, 8.316568
8773,34572.599095, 8.317568
8774,34580.917163, 8.318568
8775,34589.236231, 8.319568
8776,34597.556299, 8.320568
8777,34605.877367, 8.321568
8778,34614.199435, 8.322568
8779,34622.522503, 8.323568
8780,34630.846571, 8.324568
8781,34639.171639, 8.325568
8782,34647.497707, 8.326568
8783,34655.824775, 8.327568
8784,34664.152843, 8.328568
8785,34672.481911, 8.329568
8786,34680.811979, 8.330568
8787,34689.143047, 8.331568
8788,34697.475116, 8.332568
8789,34705.808184, 8.333568
8790,34714.142252, 8.334568
8791,34722.477320, 8.335568
8792,34730.813388, 8.336568
8793,34739.150456, 8.337568
8794,34747.488525, 8.338568
8795,34755.827593, 8.339568
8796,34764.167661, 8.340568
8797,34772.508729, 8.341568
8798,34780.850797, 8.342568
8799,34789.193866, 8.343568
8800,34797.537934, 8.344568
8801,34805.883002, 8.345568
8802,34814.229070, 8.346568
8803,34822.576139, 8.347568
8804,34830.924207, 8.348568
8805,34839.273275, 8.349568
8806,34847.623344, 8.350568
8807,34855.974412, 8.351568
8808,34864.326480, 8.352568
8809,34872.679549, 8.353568
8810,34881.033617, 8.354568
8811,34889.388686, 8.355568
8812,34897.744754, 8.356568
8813,34906.101822, 8.357568
8814,34914.459891, 8.358568
8815,34922.818959, 8.359568
8816,34931.179028, 8.360568
8817,34939.540096, 8.361568
8818,34947.902165, 8.362568
8819,34956.265233, 8.363568
8820,34964.629301, 8.364568
8821,34972.994370, 8.365569
8822,34981.360438, 8.366569
8823,34989.727507, 8.367569
8824,34998.095576, 8.368569
8825,35006.464644, 8.369569
8826,35014.834713, 8.370569
8827,35023.205781, 8.371569
8828,35031.577850, 8.372569
8829,35039.950918, 8.373569
8830,35048.324987, 8.374569
8831,35056.700056, 8.375569
8832,35065.076124, 8.376569
8833,35073.453193, 8.377569
8834,35081.831262, 8.378569
8835,35090.210330, 8.379569
8836,35098.590399, 8.380569
8837,35106.971468, 8.381569
8838,35115.353536, 8.382569
8839,35123.736605, 8.383569
8840,35132.120674, 8.384569
8841,35140.505742, 8.385569
8842,35148.891811, 8.386569
8843,35157.278880, 8.387569
8844,35165.666949, 8.388569
8845,35174.056017, 8.389569
8846,35182.446086, 8.390569
8847,35190.837155, 8.391569
8848,35199.229224, 8.392569
8849,35207.622293, 8.393569
8850,35216.016361, 8.394569
8851,35224.411430, 8.395569
8852,35232.807499, 8.396569
8853,35241.204568, 8.397569
8854,35249.602637, 8.398569
8855,35258.001706, 8.399569
8856,35266.401775, 8.400569
8857,35274.802844, 8.401569
8858,35283.204913, 8.402569
8859,35291.607982, 8.403569
8860,35300.012051, 8.404569
8861,35308.417119, 8.405569
8862,35316.823188, 8.406569
8863,35325.230257, 8.407569
8864,35333.638326, 8.408569
8865,35342.047395, 8.409569
8866,35350.457464, 8.410569
8867,35358.868534, 8.411569
8868,35367.280603, 8.412569
8869,35375.693672, 8.413569
8870,35384.107741, 8.414569
8871,35392.522810, 8.415569
8872,35400.938879, 8.416569
8873,35409.355948, 8.417569
8874,35417.774017, 8.418569
8875,35426.193086, 8.419569
8876,35434.613155, 8.420569
8877,35443.034225, 8.421569
8878,35451.456294, 8.422569
8879,35459.879363, 8.423569
8880,35468.303432, 8.424569
8881,35476.728501, 8.425569
8882,35485.154570, 8.426569
8883,35493.581640, 8.427569
8884,35502.009709, 8.428569
8885,35510.438778, 8.429569
8886,35518.868847, 8.430569
8887,35527.299917, 8.431569
8888,35535.731986, 8.432569
8889,35544.165055, 8.433569
8890,35552.599125, 8.434569
8891,35561.034194, 8.435569
8892,35569.470263, 8.436569
8893,35577.907333, 8.437569
8894,35586.345402, 8.438569
8895,35594.784471, 8.439569
8896,35603.224541, 8.440569
8897,35611.665610, 8.441569
8898,35620.107679, 8.442569
8899,35628.550749, 8.443569
8900,35636.994818, 8.444569
8901,35645.439888, 8.445569
8902,35653.885957, 8.446569
8903,35662.333027, 8.447569
8904,35670.781096, 8.448569
8905,35679.230165, 8.449569
8906,35687.680235, 8.450569
8907,35696.131304, 8.451569
8908,35704.583374, 8.452570
8909,35713.036443, 8.453570
8910,35721.490513, 8.454570
8911,35729.945583, 8.455570
8912,35738.401652, 8.456570
8913,35746.858722, 8.457570
8914,35755.316791, 8.458570
8915,35763.775861, 8.459570
8916,35772.235930, 8.460570
8917,35780.697000, 8.461570
8918,35789.159070, 8.462570
8919,35797.622139, 8.463570
8920,35806.086209, 8.464570
8921,35814.551278, 8.465570
8922,35823.017348, 8.466570
8923,35831.484418, 8.467570
8924,35839.952487, 8.468570
8925,35848.421557, 8.469570
8926,35856.891627, 8.470570
8927,35865.362697, 8.471570
8928,35873.834766, 8.472570
8929,35882.307836, 8.473570
8930,35890.781906, 8.474570
8931,35899.256975, 8.475570
8932,35907.733045, 8.476570
8933,35916.210115, 8.477570
8934,35924.688185, 8.478570
8935,35933.167255, 8.479570
8936,35941.647324, 8.480570
8937,35950.128394, 8.481570
8938,35958.610464, 8.482570
8939,35967.093534, 8.483570
8940,35975.577604, 8.484570
8941,35984.062674, 8.485570
8942,35992.548743, 8.486570
8943,36001.035813, 8.487570
8944,36009.523883, 8.488570
8945,36018.012953, 8.489570
8946,36026.503023, 8.490570
8947,36034.994093, 8.491570
8948,36043.486163, 8.492570
8949,36051.979233, 8.493570
8950,36060.473303, 8.494570
8951,36068.968373, 8.495570
8952,36077.464443, 8.496570
8953,36085.961513, 8.497570
8954,36094.459583, 8.498570
8955,36102.958653, 8.499570
8956,36111.458723, 8.500570
8957,36119.959793, 8.501570
8958,36128.461863, 8.502570
8959,36136.964933, 8.503570
8960,36145.469003, 8.504570
8961,36153.974073, 8.505570
8962,36162.480143, 8.506570
8963,36170.987213, 8.507570
8964,36179.495283, 8.508570
8965,36188.004353, 8.509570
8966,36196.514423, 8.510570
8967,36205.025493, 8.511570
8968,36213.537563, 8.512570
8969,36222.050633, 8.513570
8970,36230.564704, 8.514570
8971,36239.079774, 8.515570
8972,36247.595844, 8.516570
8973,36256.112914, 8.517570
8974,36264.630984, 8.518570
8975,36273.150054, 8.519570
8976,36281.670125, 8.520570
8977,36290.191195, 8.521570
8978,36298.713265, 8.522570
8979,36307.236335, 8.523570
8980,36315.760405, 8.524570
8981,36324.285476, 8.525570
8982,36332.811546, 8.526570
8983,36341.338616, 8.527570
8984,36349.866686, 8.528570
8985,36358.395757, 8.529570
8986,36366.925827, 8.530570
8987,36375.456897, 8.531570
8988,36383.988967, 8.532570
8989,36392.522038, 8.533570
8990,36401.056108, 8.534570
8991,36409.591178, 8.535570
8992,36418.127249, 8.536570
8993,36426.664319, 8.537570
8994,36435.202389, 8.538570
8995,36443.741460, 8.539570
8996,36452.281530, 8.540570
8997,36460.822600, 8.541570
8998,36469.364671, 8.542570
8999,36477.907741, 8.543570
9000,36486.451812, 8.544570
9001,36494.996882, 8.545570
9002,36503.542952, 8.546570
9003,36512.090023, 8.547570
9004,36520.638093, 8.548570
9005,36529.187164, 8.549570
9006,36537.737234, 8.550570
9007,36546.288305, 8.551570
9008,36554.840375, 8.552570
9009,36563.393445, 8.553570
9010,36571.947516, 8.554570
9011,36580.502586, 8.555570
9012,36589.058657, 8.556570
9013,36597.615727, 8.557570
9014,36606.173798, 8.558570
9015,36614.732868, 8.559571
9016,36623.292939, 8.560571
9017,36631.854009, 8.561571
9018,36640.416080, 8.562571
9019,36648.979150, 8.563571
9020,36657.543221, 8.564571
9021,36666.108292, 8.565571
9022,36674.674362, 8.566571
9023,36683.241433, 8.567571
9024,36691.809503, 8.568571
9025,36700.378574, 8.569571
9026,36708.948644, 8.570571
9027,36717.519715, 8.571571
9028,36726.091786, 8.572571
9029,36734.664856, 8.573571
9030,36743.238927, 8.574571
9031,36751.813997, 8.575571
9032,36760.390068, 8.576571
9033,36768.967139, 8.577571
9034,36777.545209, 8.578571
9035,36786.124280, 8.579571
9036,36794.704350, 8.580571
9037,36803.285421, 8.581571
9038,36811.867492, 8.582571
9039,36820.450562, 8.583571
9040,36829.034633, 8.584571
9041,36837.619704, 8.585571
9042,36846.205774, 8.586571
9043,36854.792845, 8.587571
9044,36863.380916, 8.588571
9045,36871.969987, 8.589571
9046,36880.560057, 8.590571
9047,36889.151128, 8.591571
9048,36897.743199, 8.592571
9049,36906.336269, 8.593571
9050,36914.930340, 8.594571
9051,36923.525411, 8.595571
9052,36932.121482, 8.596571
9053,36940.718552, 8.597571
9054,36949.316623, 8.598571
9055,36957.915694, 8.599571
9056,36966.515765, 8.600571
9057,36975.116835, 8.601571
9058,36983.718906, 8.602571
9059,36992.321977, 8.603571
9060,37000.926048, 8.604571
9061,37009.531118, 8.605571
9062,37018.137189, 8.606571
9063,37026.744260, 8.607571
9064,37035.352331, 8.608571
9065,37043.961402, 8.609571
9066,37052.571472, 8.610571
9067,37061.182543, 8.611571
9068,37069.794614, 8.612571
9069,37078.407685, 8.613571
9070,37087.021756, 8.614571
9071,37095.636827, 8.615571
9072,37104.252897, 8.616571
9073,37112.869968, 8.617571
9074,37121.488039, 8.618571
9075,37130.107110, 8.619571
9076,37138.727181, 8.620571
9077,37147.348252, 8.621571
9078,37155.970323, 8.622571
9079,37164.593393, 8.623571
9080,37173.217464, 8.624571
9081,37181.842535, 8.625571
9082,37190.468606, 8.626571
9083,37199.095677, 8.627571
9084,37207.723748, 8.628571
9085,37216.352819, 8.629571
9086,37224.982890, 8.630571
9087,37233.613961, 8.631571
9088,37242.246031, 8.632571
9089,37250.879102, 8.633571
9090,37259.513173, 8.634571
9091,37268.148244, 8.635571
9092,37276.784315, 8.636571
9093,37285.421386, 8.637571
9094,37294.059457, 8.638571
9095,37302.698528, 8.639571
9096,37311.338599, 8.640571
9097,37319.979670, 8.641571
9098,37328.621741, 8.642571
9099,37337.264812, 8.643571
9100,37345.908883, 8.644571
9101,37354.553953, 8.645571
9102,37363.200024, 8.646571
9103,37371.847095, 8.647571
9104,37380.495166, 8.648571
9105,37389.144237, 8.649571
9106,37397.794308, 8.650571
9107,37406.445379, 8.651571
9108,37415.097450, 8.652571
9109,37423.750521, 8.653571
9110,37432.404592, 8.654571
9111,37441.059663, 8.655571
9112,37449.715734, 8.656571
9113,37458.372805, 8.657571
9114,37467.030876, 8.658571
9115,37475.689947, 8.659571
9116,37484.350018, 8.660571
9117,37493.011089, 8.661571
9118,37501.673160, 8.662571
9119,37510.336231, 8.663571
9120,37519.000302, 8.664571
9121,37527.665373, 8.665571
9122,37536.331444, 8.666571
9123,37544.998515, 8.667571
9124,37553.666586, 8.668571
9125,37562.335657, 8.669571
9126,37571.005728, 8.670571
9127,37579.676799, 8.671571
9128,37588.348870, 8.672571
9129,37597.021941, 8.673571
9130,37605.696012, 8.674571
9131,37614.371083, 8.675571
9132,37623.047154, 8.676571
9133,37631.724225, 8.677571
9134,37640.402296, 8.678571
9135,37649.081367, 8.679571
9136,37657.761438, 8.680571
9137,37666.442509, 8.681571
9138,37675.124580, 8.682571
9139,37683.807651, 8.683571
9140,37692.491722, 8.684571
9141,37701.176793, 8.685571
9142,37709.862864, 8.686571
9143,37718.549935, 8.687571
9144,37727.238006, 8.688571
9145,37735.927078, 8.689571
9146,37744.617149, 8.690571
9147,37753.308220, 8.691571
9148,37762.000291, 8.692571
9149,37770.693362, 8.693571
9150,37779.387433, 8.694571
9151,37788.082504, 8.695571
9152,37796.778575, 8.696571
9153,37805.475646, 8.697571
9154,37814.173717, 8.698571
9155,37822.872788, 8.699571
9156,37831.572859, 8.700571
9157,37840.273930, 8.701571
9158,37848.976001, 8.702571
9159,37857.679072, 8.703571
9160,37866.383143, 8.704571
9161,37875.088214, 8.705571
9162,37883.794285, 8.706571
9163,37892.501356, 8.707571
9164,37901.209427, 8.708571
9165,37909.918498, 8.709571
9166,37918.628569, 8.710571
9167,37927.339640, 8.711571
9168,37936.051712, 8.712571
9169,37944.764783, 8.713571
9170,37953.478854, 8.714571
9171,37962.193925, 8.715571
9172,37970.909996, 8.716571
9173,37979.627067, 8.717571
9174,37988.345138, 8.718571
9175,37997.064209, 8.719571
9176,38005.784280, 8.720571
9177,38014.505351, 8.721571
9178,38023.227422, 8.722571
9179,38031.950493, 8.723571
9180,38040.674564, 8.724571
9181,38049.399635, 8.725571
9182,38058.125706, 8.726571
9183,38066.852777, 8.727571
9184,38075.580848, 8.728571
9185,38084.309919, 8.729571
9186,38093.039990, 8.730571
9187,38101.771061, 8.731571
9188,38110.503132, 8.732571
9189,38119.236203, 8.733571
9190,38127.970274, 8.734571
9191,38136.705346, 8.735571
9192,38145.441417, 8.736571
9193,38154.178488, 8.737571
9194,38162.916559, 8.738571
9195,38171.655630, 8.739571
9196,38180.395701, 8.740571
9197,38189.136772, 8.741571
9198,38197.878843, 8.742571
9199,38206.621914, 8.743571
9200,38215.365985, 8.744571
9201,38224.111056, 8.745571
9202,38232.857127, 8.746571
9203,38241.604198, 8.747571
9204,38250.352269, 8.748571
9205,38259.101340, 8.749571
9206,38267.851411, 8.750571
9207,38276.602482, 8.751571
9208,38285.354553, 8.752571
9209,38294.107624, 8.753571
9210,38302.861695, 8.754571
9211,38311.616766, 8.755571
9212,38320.372837, 8.756571
9213,38329.129908, 8.757571
9214,38337.887979, 8.758571
9215,38346.647050, 8.759571
9216,38355.407121, 8.760571
9217,38364.168192, 8.761571
9218,38372.930263, 8.762571
9219,38381.693334, 8.763571
9220,38390.457405, 8.764571
9221,38399.222476, 8.765571
9222,38407.988547, 8.766571
9223,38416.755618, 8.767571
9224,38425.523689, 8.768571
9225,38434.292760, 8.769571
9226,38443.062831, 8.770571
9227,38451.833902, 8.771571
9228,38460.605973, 8.772571
9229,38469.379044, 8.773571
9230,38478.153115, 8.774571
9231,38486.928186, 8.775571
9232,38495.704257, 8.776571
9233,38504.481328, 8.777571
9234,38513.259398, 8.778571
9235,38522.038469, 8.779571
9236,38530.818540, 8.780571
9237,38539.599611, 8.781571
9238,38548.381682, 8.782571
9239,38557.164753, 8.783571
9240,38565.948824, 8.784571
9241,38574.733895, 8.785571
9242,38583.519966, 8.786571
9243,38592.307037, 8.787571
9244,38601.095108, 8.788571
9245,38609.884179, 8.789571
9246,38618.674250, 8.790571
9247,38627.465321, 8.791571
9248,38636.257392, 8.792571
9249,38645.050462, 8.793571
9250,38653.844533, 8.794571
9251,38662.639604, 8.795571
9252,38671.435675, 8.796571
9253,38680.232746, 8.797571
9254,38689.030817, 8.798571
9255,38697.829888, 8.799571
9256,38706.629959, 8.800571
9257,38715.431030, 8.801571
9258,38724.233101, 8.802571
9259,38733.036171, 8.803571
9260,38741.840242, 8.804571
9261,38750.645313, 8.805571
9262,38759.451384, 8.806571
9263,38768.258455, 8.807571
9264,38777.066526, 8.808571
9265,38785.875597, 8.809571
9266,38794.685667, 8.810571
9267,38803.496738, 8.811571
9268,38812.308809, 8.812571
9269,38821.121880, 8.813571
9270,38829.935951, 8.814571
9271,38838.751022, 8.815571
9272,38847.567092, 8.816571
9273,38856.384163, 8.817571
9274,38865.202234, 8.818571
9275,38874.021305, 8.819571
9276,38882.841376, 8.820571
9277,38891.662447, 8.821571
9278,38900.484517, 8.822571
9279,38909.307588, 8.823571
9280,38918.131659, 8.824571
9281,38926.956730, 8.825571
9282,38935.782801, 8.826571
9283,38944.609871, 8.827571
9284,38953.437942, 8.828571
9285,38962.267013, 8.829571
9286,38971.097084, 8.830571
9287,38979.928154, 8.831571
9288,38988.760225, 8.832571
9289,38997.593296, 8.833571
9290,39006.427367, 8.834571
9291,39015.262437, 8.835571
9292,39024.098508, 8.836571
9293,39032.935579, 8.837571
