q,h,dh,l,dl,f,df,s,m
2121,1366.496703, 1.657967, 0.033362,-0.000466,1366.463340, 1.658433,1366.530065,1366.496703
2122,1368.155216, 1.659059, 0.032899,-0.000460,1368.122316, 1.659519,1368.188115,1368.155216
2123,1369.814821, 1.660152, 0.032442,-0.000454,1369.782379, 1.660606,1369.847263,1369.814821
2124,1371.475519, 1.661245, 0.031991,-0.000448,1371.443528, 1.661693,1371.507511,1371.475519
2125,1373.137310, 1.662337, 0.031546,-0.000442,1373.105764, 1.662779,1373.168857,1373.137310
2126,1374.800194, 1.663430, 0.031107,-0.000436,1374.769087, 1.663866,1374.831301,1374.800194
2127,1376.464170, 1.664522, 0.030674,-0.000430,1376.433496, 1.664953,1376.494844,1376.464170
2128,1378.129239, 1.665615, 0.030246,-0.000425,1378.098993, 1.666040,1378.159485,1378.129239
2129,1379.795400, 1.666708, 0.029824,-0.000419,1379.765576, 1.667127,1379.825224,1379.795400
2130,1381.462654, 1.667800, 0.029408,-0.000414,1381.433246, 1.668214,1381.492062,1381.462654
2131,1383.131000, 1.668893, 0.028997,-0.000408,1383.102003, 1.669301,1383.159997,1383.131000
2132,1384.800439, 1.669985, 0.028592,-0.000403,1384.771848, 1.670388,1384.829031,1384.800439
2133,1386.470971, 1.671078, 0.028192,-0.000397,1386.442779, 1.671475,1386.499162,1386.470971
2134,1388.142595, 1.672170, 0.027797,-0.000392,1388.114798, 1.672562,1388.170391,1388.142595
2135,1389.815311, 1.673263, 0.027407,-0.000387,1389.787904, 1.673649,1389.842718,1389.815311
2136,1391.489120, 1.674355, 0.027023,-0.000382,1391.462097, 1.674737,1391.516143,1391.489120
2137,1393.164021, 1.675447, 0.026644,-0.000377,1393.137377, 1.675824,1393.190665,1393.164021
2138,1394.840014, 1.676539, 0.026270,-0.000372,1394.813744, 1.676911,1394.866284,1394.840014
2139,1396.517100, 1.677632, 0.025901,-0.000367,1396.491199, 1.677998,1396.543000,1396.517100
2140,1398.195277, 1.678724, 0.025537,-0.000362,1398.169741, 1.679086,1398.220814,1398.195277
2141,1399.874547, 1.679816, 0.025177,-0.000357,1399.849370, 1.680173,1399.899724,1399.874547
2142,1401.554909, 1.680908, 0.024823,-0.000352,1401.530087, 1.681260,1401.579732,1401.554909
2143,1403.236363, 1.682000, 0.024473,-0.000347,1403.211890, 1.682347,1403.260836,1403.236363
2144,1404.918909, 1.683092, 0.024128,-0.000343,1404.894781, 1.683435,1404.943037,1404.918909
2145,1406.602547, 1.684184, 0.023787,-0.000338,1406.578760, 1.684522,1406.626335,1406.602547
2146,1408.287277, 1.685276, 0.023452,-0.000334,1408.263825, 1.685609,1408.310728,1408.287277
2147,1409.973098, 1.686367, 0.023120,-0.000329,1409.949978, 1.686696,1409.996218,1409.973098
2148,1411.660012, 1.687459, 0.022793,-0.000325,1411.637218, 1.687784,1411.682805,1411.660012
2149,1413.348016, 1.688551, 0.022471,-0.000320,1413.325546, 1.688871,1413.370487,1413.348016
2150,1415.037113, 1.689642, 0.022152,-0.000316,1415.014960, 1.689958,1415.059265,1415.037113
2151,1416.727300, 1.690733, 0.021839,-0.000312,1416.705462, 1.691045,1416.749139,1416.727300
2152,1418.418580, 1.691825, 0.021529,-0.000308,1418.397051, 1.692132,1418.440108,1418.418580
2153,1420.110950, 1.692916, 0.021223,-0.000303,1420.089727, 1.693219,1420.132173,1420.110950
2154,1421.804412, 1.694007, 0.020922,-0.000299,1421.783490, 1.694307,1421.825334,1421.804412
2155,1423.498964, 1.695098, 0.020625,-0.000295,1423.478340, 1.695394,1423.519589,1423.498964
2156,1425.194608, 1.696189, 0.020331,-0.000291,1425.174277, 1.696480,1425.214939,1425.194608
2157,1426.891343, 1.697280, 0.020042,-0.000287,1426.871301, 1.697567,1426.911385,1426.891343
2158,1428.589168, 1.698371, 0.019757,-0.000283,1428.569411, 1.698654,1428.608925,1428.589168
2159,1430.288084, 1.699461, 0.019475,-0.000280,1430.268609, 1.699741,1430.307559,1430.288084
2160,1431.988091, 1.700552, 0.019197,-0.000276,1431.968893, 1.700828,1432.007288,1431.988091
2161,1433.689188, 1.701642, 0.018923,-0.000272,1433.670265, 1.701914,1433.708111,1433.689188
2162,1435.391376, 1.702733, 0.018653,-0.000268,1435.372722, 1.703001,1435.410029,1435.391376
2163,1437.094653, 1.703823, 0.018387,-0.000265,1437.076267, 1.704088,1437.113040,1437.094653
2164,1438.799021, 1.704913, 0.018124,-0.000261,1438.780898, 1.705174,1438.817145,1438.799021
2165,1440.504479, 1.706003, 0.017864,-0.000258,1440.486615, 1.706261,1440.522344,1440.504479
2166,1442.211027, 1.707093, 0.017608,-0.000254,1442.193419, 1.707347,1442.228636,1442.211027
2167,1443.918665, 1.708183, 0.017356,-0.000251,1443.901309, 1.708433,1443.936021,1443.918665
2168,1445.627392, 1.709272, 0.017107,-0.000247,1445.610285, 1.709519,1445.644500,1445.627392
2169,1447.337209, 1.710362, 0.016862,-0.000244,1447.320347, 1.710605,1447.354071,1447.337209
2170,1449.048115, 1.711451, 0.016620,-0.000240,1449.031496, 1.711691,1449.064735,1449.048115
2171,1450.760111, 1.712540, 0.016381,-0.000237,1450.743730, 1.712777,1450.776492,1450.760111
2172,1452.473195, 1.713629, 0.016145,-0.000234,1452.457050, 1.713863,1452.489341,1452.473195
2173,1454.187369, 1.714718, 0.015913,-0.000231,1454.171456, 1.714949,1454.203282,1454.187369
2174,1455.902631, 1.715807, 0.015684,-0.000228,1455.886948, 1.716034,1455.918315,1455.902631
2175,1457.618983, 1.716895, 0.015458,-0.000224,1457.603525, 1.717120,1457.634440,1457.618983
2176,1459.336422, 1.717984, 0.015235,-0.000221,1459.321187, 1.718205,1459.351657,1459.336422
2177,1461.054950, 1.719072, 0.015015,-0.000218,1461.039935, 1.719290,1461.069965,1461.054950
2178,1462.774566, 1.720160, 0.014798,-0.000215,1462.759768, 1.720376,1462.789365,1462.774566
2179,1464.495271, 1.721248, 0.014584,-0.000212,1464.480687, 1.721461,1464.509855,1464.495271
2180,1466.217063, 1.722336, 0.014373,-0.000209,1466.202690, 1.722546,1466.231436,1466.217063
2181,1467.939943, 1.723424, 0.014165,-0.000207,1467.925778, 1.723630,1467.954108,1467.939943
2182,1469.663911, 1.724511, 0.013960,-0.000204,1469.649950, 1.724715,1469.677871,1469.663911
2183,1471.388966, 1.725599, 0.013758,-0.000201,1471.375208, 1.725800,1471.402724,1471.388966
2184,1473.115108, 1.726686, 0.013558,-0.000198,1473.101550, 1.726884,1473.128666,1473.115108
2185,1474.842337, 1.727773, 0.013362,-0.000195,1474.828976, 1.727968,1474.855699,1474.842337
2186,1476.570654, 1.728860, 0.013168,-0.000193,1476.557486, 1.729052,1476.583821,1476.570654
2187,1478.300057, 1.729946, 0.012976,-0.000190,1478.287081, 1.730136,1478.313033,1478.300057
2188,1480.030547, 1.731033, 0.012788,-0.000187,1480.017759, 1.731220,1480.043334,1480.030547
2189,1481.762123, 1.732119, 0.012602,-0.000185,1481.749521, 1.732304,1481.774724,1481.762123
2190,1483.494785, 1.733205, 0.012418,-0.000182,1483.482367, 1.733388,1483.507203,1483.494785
2191,1485.228533, 1.734291, 0.012237,-0.000180,1485.216296, 1.734471,1485.240770,1485.228533
2192,1486.963367, 1.735377, 0.012059,-0.000177,1486.951309, 1.735554,1486.975426,1486.963367
2193,1488.699287, 1.736463, 0.011883,-0.000175,1488.687404, 1.736637,1488.711170,1488.699287
2194,1490.436292, 1.737548, 0.011709,-0.000172,1490.424583, 1.737720,1490.448002,1490.436292
2195,1492.174383, 1.738633, 0.011538,-0.000170,1492.162845, 1.738803,1492.185921,1492.174383
2196,1493.913558, 1.739718, 0.011369,-0.000168,1493.902189, 1.739886,1493.924928,1493.913558
2197,1495.653819, 1.740803, 0.011203,-0.000165,1495.642616, 1.740968,1495.665022,1495.653819
2198,1497.395164, 1.741887, 0.011039,-0.000163,1497.384125, 1.742050,1497.406203,1497.395164
2199,1499.137594, 1.742972, 0.010877,-0.000161,1499.126716, 1.743132,1499.148471,1499.137594
2200,1500.881108, 1.744056, 0.010718,-0.000158,1500.870390, 1.744214,1500.891825,1500.881108
2201,1502.625705, 1.745140, 0.010561,-0.000156,1502.615145, 1.745296,1502.636266,1502.625705
2202,1504.371387, 1.746224, 0.010406,-0.000154,1504.360982, 1.746378,1504.381793,1504.371387
2203,1506.118153, 1.747307, 0.010253,-0.000152,1506.107900, 1.747459,1506.128405,1506.118153
2204,1507.866002, 1.748390, 0.010102,-0.000150,1507.855900, 1.748540,1507.876104,1507.866002
2205,1509.614934, 1.749474, 0.009953,-0.000148,1509.604980, 1.749621,1509.624887,1509.614934
2206,1511.364949, 1.750556, 0.009807,-0.000145,1511.355142, 1.750702,1511.374756,1511.364949
2207,1513.116046, 1.751639, 0.009662,-0.000143,1513.106384, 1.751783,1513.125709,1513.116046
2208,1514.868227, 1.752722, 0.009520,-0.000141,1514.858707, 1.752863,1514.877747,1514.868227
2209,1516.621490, 1.753804, 0.009380,-0.000139,1516.612110, 1.753943,1516.630869,1516.621490
2210,1518.375834, 1.754886, 0.009241,-0.000137,1518.366593, 1.755023,1518.385075,1518.375834
2211,1520.131261, 1.755968, 0.009105,-0.000136,1520.122157, 1.756103,1520.140366,1520.131261
2212,1521.887769, 1.757049, 0.008970,-0.000134,1521.878799, 1.757183,1521.896739,1521.887769
2213,1523.645359, 1.758130, 0.008837,-0.000132,1523.636522, 1.758262,1523.654196,1523.645359
2214,1525.404030, 1.759211, 0.008706,-0.000130,1525.395324, 1.759341,1525.412737,1525.404030
2215,1527.163782, 1.760292, 0.008578,-0.000128,1527.155204, 1.760420,1527.172359,1527.163782
2216,1528.924615, 1.761373, 0.008450,-0.000126,1528.916164, 1.761499,1528.933065,1528.924615
2217,1530.686528, 1.762453, 0.008325,-0.000124,1530.678202, 1.762578,1530.694853,1530.686528
2218,1532.449521, 1.763533, 0.008201,-0.000123,1532.441319, 1.763656,1532.457722,1532.449521
2219,1534.213594, 1.764613, 0.008080,-0.000121,1534.205514, 1.764734,1534.221674,1534.213594
2220,1535.978747, 1.765693, 0.007960,-0.000119,1535.970787, 1.765812,1535.986706,1535.978747
2221,1537.744979, 1.766772, 0.007841,-0.000118,1537.737138, 1.766890,1537.752821,1537.744979
2222,1539.512291, 1.767851, 0.007725,-0.000116,1539.504566, 1.767967,1539.520015,1539.512291
2223,1541.280682, 1.768930, 0.007609,-0.000114,1541.273072, 1.769044,1541.288291,1541.280682
2224,1543.050151, 1.770009, 0.007496,-0.000113,1543.042655, 1.770121,1543.057647,1543.050151
2225,1544.820699, 1.771087, 0.007384,-0.000111,1544.813314, 1.771198,1544.828083,1544.820699
2226,1546.592325, 1.772165, 0.007274,-0.000109,1546.585051, 1.772274,1546.599599,1546.592325
2227,1548.365029, 1.773243, 0.007165,-0.000108,1548.357863, 1.773351,1548.372194,1548.365029
2228,1550.138810, 1.774320, 0.007058,-0.000106,1550.131752, 1.774427,1550.145869,1550.138810
2229,1551.913669, 1.775398, 0.006953,-0.000105,1551.906717, 1.775502,1551.920622,1551.913669
2230,1553.689606, 1.776475, 0.006849,-0.000103,1553.682757, 1.776578,1553.696455,1553.689606
2231,1555.466619, 1.777551, 0.006746,-0.000102,1555.459873, 1.777653,1555.473365,1555.466619
2232,1557.244709, 1.778628, 0.006645,-0.000100,1557.238063, 1.778728,1557.251354,1557.244709
2233,1559.023875, 1.779704, 0.006546,-0.000099,1559.017329, 1.779803,1559.030420,1559.023875
2234,1560.804117, 1.780780, 0.006447,-0.000097,1560.797669, 1.780878,1560.810564,1560.804117
2235,1562.585435, 1.781856, 0.006351,-0.000096,1562.579084, 1.781952,1562.591785,1562.585435
2236,1564.367828, 1.782931, 0.006255,-0.000095,1564.361573, 1.783026,1564.374083,1564.367828
2237,1566.151297, 1.784006, 0.006161,-0.000093,1566.145136, 1.784100,1566.157458,1566.151297
2238,1567.935841, 1.785081, 0.006068,-0.000092,1567.929772, 1.785173,1567.941909,1567.935841
2239,1569.721459, 1.786156, 0.005977,-0.000091,1569.715482, 1.786246,1569.727436,1569.721459
2240,1571.508152, 1.787230, 0.005887,-0.000089,1571.502265, 1.787319,1571.514039,1571.508152
2241,1573.295919, 1.788304, 0.005798,-0.000088,1573.290121, 1.788392,1573.301717,1573.295919
2242,1575.084760, 1.789378, 0.005711,-0.000087,1575.079049, 1.789464,1575.090470,1575.084760
2243,1576.874674, 1.790451, 0.005625,-0.000086,1576.869049, 1.790537,1576.880299,1576.874674
2244,1578.665661, 1.791524, 0.005540,-0.000084,1578.660122, 1.791608,1578.671201,1578.665661
2245,1580.457722, 1.792597, 0.005456,-0.000083,1580.452266, 1.792680,1580.463178,1580.457722
2246,1582.250855, 1.793669, 0.005373,-0.000082,1582.245482, 1.793751,1582.256229,1582.250855
2247,1584.045061, 1.794742, 0.005292,-0.000081,1584.039769, 1.794822,1584.050353,1584.045061
2248,1585.840338, 1.795814, 0.005212,-0.000080,1585.835126, 1.795893,1585.845550,1585.840338
2249,1587.636688, 1.796885, 0.005133,-0.000078,1587.631555, 1.796964,1587.641821,1587.636688
2250,1589.434109, 1.797957, 0.005055,-0.000077,1589.429054, 1.798034,1589.439164,1589.434109
2251,1591.232601, 1.799028, 0.004978,-0.000076,1591.227622, 1.799104,1591.237579,1591.232601
2252,1593.032164, 1.800098, 0.004903,-0.000075,1593.027261, 1.800173,1593.037067,1593.032164
2253,1594.832797, 1.801169, 0.004828,-0.000074,1594.827969, 1.801243,1594.837626,1594.832797
2254,1596.634501, 1.802239, 0.004755,-0.000073,1596.629746, 1.802312,1596.639256,1596.634501
2255,1598.437275, 1.803309, 0.004683,-0.000072,1598.432592, 1.803380,1598.441957,1598.437275
2256,1600.241118, 1.804378, 0.004611,-0.000071,1600.236507, 1.804449,1600.245730,1600.241118
2257,1602.046031, 1.805447, 0.004541,-0.000070,1602.041490, 1.805517,1602.050572,1602.046031
2258,1603.852013, 1.806516, 0.004472,-0.000069,1603.847541, 1.806585,1603.856485,1603.852013
2259,1605.659063, 1.807585, 0.004404,-0.000068,1605.654660, 1.807653,1605.663467,1605.659063
2260,1607.467182, 1.808653, 0.004336,-0.000067,1607.462846, 1.808720,1607.471519,1607.467182
2261,1609.276369, 1.809721, 0.004270,-0.000066,1609.272099, 1.809787,1609.280640,1609.276369
2262,1611.086624, 1.810789, 0.004205,-0.000065,1611.082419, 1.810853,1611.090829,1611.086624
2263,1612.897946, 1.811856, 0.004141,-0.000064,1612.893806, 1.811920,1612.902087,1612.897946
2264,1614.710336, 1.812923, 0.004077,-0.000063,1614.706259, 1.812986,1614.714413,1614.710336
2265,1616.523792, 1.813990, 0.004015,-0.000062,1616.519777, 1.814051,1616.527807,1616.523792
2266,1618.338315, 1.815056, 0.003953,-0.000061,1618.334362, 1.815117,1618.342268,1618.338315
2267,1620.153904, 1.816122, 0.003893,-0.000060,1620.150011, 1.816182,1620.157796,1620.153904
2268,1621.970558, 1.817188, 0.003833,-0.000059,1621.966726, 1.817247,1621.974391,1621.970558
2269,1623.788279, 1.818253, 0.003774,-0.000058,1623.784505, 1.818311,1623.792053,1623.788279
2270,1625.607064, 1.819318, 0.003716,-0.000058,1625.603348, 1.819375,1625.610780,1625.607064
2271,1627.426914, 1.820383, 0.003659,-0.000057,1627.423255, 1.820439,1627.430573,1627.426914
2272,1629.247829, 1.821447, 0.003603,-0.000056,1629.244227, 1.821503,1629.251432,1629.247829
2273,1631.069808, 1.822511, 0.003547,-0.000055,1631.066261, 1.822566,1631.073355,1631.069808
2274,1632.892851, 1.823575, 0.003492,-0.000054,1632.889359, 1.823629,1632.896343,1632.892851
2275,1634.716957, 1.824638, 0.003439,-0.000053,1634.713519, 1.824691,1634.720396,1634.716957
2276,1636.542127, 1.825701, 0.003386,-0.000053,1636.538741, 1.825754,1636.545513,1636.542127
2277,1638.368359, 1.826764, 0.003333,-0.000052,1638.365026, 1.826816,1638.371693,1638.368359
2278,1640.195654, 1.827826, 0.003282,-0.000051,1640.192373, 1.827877,1640.198936,1640.195654
2279,1642.024012, 1.828888, 0.003231,-0.000050,1642.020780, 1.828938,1642.027243,1642.024012
2280,1643.853431, 1.829950, 0.003181,-0.000050,1643.850249, 1.829999,1643.856612,1643.853431
2281,1645.683911, 1.831011, 0.003132,-0.000049,1645.680779, 1.831060,1645.687043,1645.683911
2282,1647.515453, 1.832072, 0.003083,-0.000048,1647.512369, 1.832120,1647.518536,1647.515453
2283,1649.348055, 1.833133, 0.003036,-0.000047,1649.345020, 1.833180,1649.351091,1649.348055
2284,1651.181718, 1.834193, 0.002989,-0.000047,1651.178730, 1.834240,1651.184707,1651.181718
2285,1653.016441, 1.835253, 0.002942,-0.000046,1653.013499, 1.835299,1653.019383,1653.016441
2286,1654.852224, 1.836313, 0.002896,-0.000045,1654.849328, 1.836358,1654.855121,1654.852224
2287,1656.689066, 1.837372, 0.002851,-0.000045,1656.686215, 1.837417,1656.691918,1656.689066
2288,1658.526968, 1.838431, 0.002807,-0.000044,1658.524161, 1.838475,1658.529775,1658.526968
2289,1660.365928, 1.839489, 0.002763,-0.000043,1660.363165, 1.839533,1660.368691,1660.365928
2290,1662.205947, 1.840548, 0.002720,-0.000043,1662.203226, 1.840590,1662.208667,1662.205947
2291,1664.047023, 1.841605, 0.002678,-0.000042,1664.044345, 1.841648,1664.049701,1664.047023
2292,1665.889157, 1.842663, 0.002636,-0.000041,1665.886521, 1.842704,1665.891794,1665.889157
2293,1667.732349, 1.843720, 0.002595,-0.000041,1667.729754, 1.843761,1667.734944,1667.732349
2294,1669.576597, 1.844777, 0.002555,-0.000040,1669.574043, 1.844817,1669.579152,1669.576597
2295,1671.421903, 1.845833, 0.002515,-0.000040,1671.419388, 1.845873,1671.424417,1671.421903
2296,1673.268264, 1.846889, 0.002475,-0.000039,1673.265789, 1.846928,1673.270739,1673.268264
2297,1675.115681, 1.847945, 0.002437,-0.000038,1675.113245, 1.847984,1675.118118,1675.115681
2298,1676.964154, 1.849001, 0.002399,-0.000038,1676.961756, 1.849038,1676.966553,1676.964154
2299,1678.813682, 1.850056, 0.002361,-0.000037,1678.811321, 1.850093,1678.816043,1678.813682
2300,1680.664265, 1.851110, 0.002324,-0.000037,1680.661941, 1.851147,1680.666589,1680.664265
2301,1682.515902, 1.852164, 0.002288,-0.000036,1682.513615, 1.852201,1682.518190,1682.515902
2302,1684.368594, 1.853218, 0.002252,-0.000036,1684.366342, 1.853254,1684.370846,1684.368594
2303,1686.222339, 1.854272, 0.002216,-0.000035,1686.220123, 1.854307,1686.224555,1686.222339
2304,1688.077138, 1.855325, 0.002182,-0.000035,1688.074956, 1.855360,1688.079319,1688.077138
2305,1689.932989, 1.856378, 0.002147,-0.000034,1689.930842, 1.856412,1689.935137,1689.932989
2306,1691.789894, 1.857430, 0.002113,-0.000034,1691.787780, 1.857464,1691.792007,1691.789894
2307,1693.647850, 1.858483, 0.002080,-0.000033,1693.645770, 1.858516,1693.649930,1693.647850
2308,1695.506859, 1.859534, 0.002047,-0.000033,1695.504811, 1.859567,1695.508906,1695.506859
2309,1697.366919, 1.860586, 0.002015,-0.000032,1697.364903, 1.860618,1697.368934,1697.366919
2310,1699.228030, 1.861637, 0.001983,-0.000032,1699.226046, 1.861668,1699.230013,1699.228030
2311,1701.090192, 1.862687, 0.001952,-0.000031,1701.088240, 1.862718,1701.092144,1701.090192
2312,1702.953404, 1.863738, 0.001921,-0.000031,1702.951483, 1.863768,1702.955326,1702.953404
2313,1704.817667, 1.864787, 0.001891,-0.000030,1704.815776, 1.864818,1704.819558,1704.817667
2314,1706.682979, 1.865837, 0.001861,-0.000030,1706.681118, 1.865867,1706.684840,1706.682979
2315,1708.549341, 1.866886, 0.001832,-0.000029,1708.547509, 1.866915,1708.551172,1708.549341
2316,1710.416751, 1.867935, 0.001803,-0.000029,1710.414949, 1.867964,1710.418554,1710.416751
2317,1712.285211, 1.868983, 0.001774,-0.000028,1712.283437, 1.869012,1712.286985,1712.285211
2318,1714.154718, 1.870031, 0.001746,-0.000028,1714.152972, 1.870059,1714.156464,1714.154718
2319,1716.025273, 1.871079, 0.001718,-0.000027,1716.023555, 1.871107,1716.026991,1716.025273
2320,1717.896876, 1.872126, 0.001691,-0.000027,1717.895185, 1.872153,1717.898567,1717.896876
2321,1719.769526, 1.873173, 0.001664,-0.000027,1719.767862, 1.873200,1719.771190,1719.769526
2322,1721.643222, 1.874220, 0.001638,-0.000026,1721.641585, 1.874246,1721.644860,1721.643222
2323,1723.517965, 1.875266, 0.001612,-0.000026,1723.516354, 1.875292,1723.519577,1723.517965
2324,1725.393754, 1.876312, 0.001586,-0.000025,1725.392168, 1.876337,1725.395340,1725.393754
2325,1727.270588, 1.877357, 0.001561,-0.000025,1727.269028, 1.877382,1727.272149,1727.270588
2326,1729.148468, 1.878402, 0.001536,-0.000025,1729.146932, 1.878427,1729.150004,1729.148468
2327,1731.027393, 1.879447, 0.001511,-0.000024,1731.025881, 1.879471,1731.028904,1731.027393
2328,1732.907362, 1.880491, 0.001487,-0.000024,1732.905874, 1.880515,1732.908849,1732.907362
2329,1734.788375, 1.881535, 0.001463,-0.000024,1734.786911, 1.881559,1734.789838,1734.788375
